,State,383,388,395,402,409,416,423,430,437,444
0,Washington,4451,198,207,179,143,117,97,82,69,59
1,Illinois,21779,887,689,469,286,175,111,71,47,31
2,California,44494,676,791,618,416,281,196,142,105,79
3,Arizona,14055,683,672,523,365,255,181,130,94,68
4,Massachusetts,15054,526,446,329,221,149,102,72,51,36
5,Wisconsin,6614,411,306,219,148,102,74,55,42,32
6,Texas,39482,2497,2647,2350,1959,1632,1354,1106,892,713
7,Nebraska,1968,48,44,32,21,14,10,7,6,4
8,Utah,1738,197,113,59,30,16,9,5,3,2
9,Oregon,2024,78,79,69,56,48,43,39,35,31
10,Florida,27815,541,656,611,520,443,377,319,267,221
11,New York,44969,908,1081,1015,887,791,712,644,576,506
12,Rhode Island,2236,40,46,36,25,17,12,9,6,5
13,Georgia,15130,363,454,430,374,332,300,273,247,221
14,New Hampshire,1106,60,56,45,31,22,16,12,9,7
15,North Carolina,9991,442,492,435,350,281,228,184,150,121
16,New Jersey,22011,764,726,587,434,323,244,186,143,110
17,Colorado,5733,864,474,282,168,104,67,44,29,19
18,Maryland,7372,253,241,190,136,99,73,55,42,32
19,Nevada,4522,77,88,76,60,45,32,22,15,10
20,Tennessee,10566,89,116,98,71,52,39,29,22,17
21,Hawaii,417,37,38,31,23,17,13,10,7,6
22,Indiana,11875,478,324,199,111,62,36,22,14,9
23,Kentucky,4091,389,352,305,256,221,192,167,143,120
24,Minnesota,6370,476,284,168,96,56,34,21,13,9
25,Oklahoma,3817,331,289,229,171,130,101,79,61,47
26,Pennsylvania,22443,841,966,886,752,648,563,490,421,357
27,South Carolina,7690,269,290,243,183,139,107,84,66,53
28,District of Columbia,956,16,20,17,13,10,8,6,5,4
29,Kansas,4167,233,177,119,73,45,29,20,14,9
30,Missouri,7452,172,177,143,104,78,60,47,38,31
31,Vermont,183,4,5,5,5,5,5,6,6,6
32,Virginia,6820,290,329,305,261,230,204,180,157,134
33,Connecticut,7282,156,163,132,94,66,48,35,26,19
34,Iowa,5110,134,137,114,88,69,56,47,39,33
35,Louisiana,9142,380,360,292,218,165,127,98,75,57
36,Ohio,11695,505,473,378,278,207,160,125,99,79
37,Michigan,15863,743,616,472,339,252,194,152,121,97
38,South Dakota,1809,16,19,19,18,17,14,11,9,7
39,Arkansas,5106,200,189,146,102,72,52,39,29,21
40,Delaware,1208,17,19,16,12,9,6,5,3,3
41,Mississippi,6270,223,233,194,147,112,87,69,55,43
42,New Mexico,3412,217,164,113,72,46,31,21,15,10
43,North Dakota,1454,49,29,15,7,4,3,2,1,1
44,Wyoming,624,40,28,18,10,6,4,3,2,1
45,Alaska,279,1,1,1,1,1,1,1,1,1
46,Maine,636,17,21,19,15,13,12,11,10,9
47,Alabama,8523,202,297,316,316,321,316,300,272,240
48,Idaho,1776,27,28,22,15,10,7,5,3,3
49,Montana,1314,56,76,96,102,100,100,101,100,94
50,Puerto Rico,1888,0,0,0,0,0,0,0,0,0
51,Virgin Islands,24,0,0,0,0,0,0,0,0,0
52,Guam,130,0,0,0,0,0,0,0,0,0
53,West Virginia,2131,67,86,77,56,40,30,24,19,16
54,Northern Mariana Islands,2,0,0,0,0,0,0,0,0,0
55,American Samoa,0,0,0,0,0,0,0,0,0,0
