,State,418,423,430,437,444,451,458,465,472,479
0,Washington,5135,97,94,86,73,61,50,40,29,21
1,Illinois,23217,251,246,209,162,125,95,72,53,39
2,California,56674,1100,1003,826,587,397,265,179,121,80
3,Arizona,16553,290,364,389,286,172,98,57,35,21
4,Massachusetts,16673,220,215,187,143,104,73,49,32,20
5,Wisconsin,7177,82,79,65,49,37,27,20,14,10
6,Texas,46519,901,1024,1111,1012,781,543,362,239,155
7,Nebraska,2127,31,38,43,41,33,26,20,15,11
8,Utah,2027,47,44,30,20,14,10,7,5,3
9,Oregon,2324,32,30,25,21,17,14,11,9,7
10,Florida,32348,592,553,389,262,185,134,97,68,47
11,New York,49016,852,872,726,555,414,300,214,150,102
12,Rhode Island,2576,35,34,24,16,11,7,5,3,2
13,Georgia,18262,409,364,285,203,141,97,64,40,25
14,New Hampshire,1199,18,16,9,5,3,2,1,1,0
15,North Carolina,11709,202,172,108,65,41,28,19,13,8
16,New Jersey,23925,405,423,370,292,219,159,110,74,47
17,Colorado,6040,96,94,67,50,39,31,24,19,14
18,Maryland,8055,113,110,95,78,66,56,46,38,30
19,Nevada,5121,83,81,75,59,43,30,20,14,9
20,Tennessee,11638,223,211,182,138,100,70,47,31,20
21,Hawaii,450,8,9,11,14,20,27,31,30,25
22,Indiana,12864,144,134,114,93,75,58,45,33,24
23,Kentucky,5005,110,104,78,55,41,30,22,15,10
24,Minnesota,6815,83,92,90,86,82,76,65,52,40
25,Oklahoma,4701,94,100,92,76,59,44,31,21,14
26,Pennsylvania,24566,372,377,347,292,238,189,144,105,74
27,South Carolina,8878,151,127,84,52,32,20,12,7,4
28,District of Columbia,1042,25,24,21,17,14,11,9,6,4
29,Kansas,4791,60,56,49,38,29,21,14,9,6
30,Missouri,8661,54,53,52,47,39,31,23,16,11
31,Vermont,214,18,25,32,33,28,21,15,10,7
32,Virginia,10060,267,339,410,421,390,335,269,202,144
33,Connecticut,7788,80,70,45,28,18,11,7,4,2
34,Iowa,5642,101,97,89,69,49,33,22,14,9
35,Louisiana,9903,79,70,52,37,27,19,13,8,5
36,Ohio,17870,143,128,80,49,32,23,17,12,8
37,Michigan,16779,261,293,317,310,285,248,203,156,113
38,South Dakota,1912,27,29,26,20,15,10,6,4,2
39,Arkansas,5481,46,39,21,10,5,3,1,1,0
40,Delaware,1511,21,19,12,7,4,2,1,1,0
41,Mississippi,6903,70,65,56,44,34,25,17,11,7
42,New Mexico,3853,44,39,32,23,16,11,7,4,3
43,North Dakota,1488,13,18,16,12,9,7,5,3,2
44,Wyoming,691,8,8,7,6,4,4,3,2,1
45,Alaska,306,20,21,19,14,10,8,5,4,2
46,Maine,725,18,19,17,16,14,12,10,8,6
47,Alabama,10329,244,240,221,169,118,77,48,29,17
48,Idaho,1916,29,32,28,23,19,15,12,9,6
49,Montana,1393,16,16,14,12,9,6,4,3,2
50,Puerto Rico,2081,24,26,30,33,36,37,34,29,24
51,Virgin Islands,25,1,1,1,1,1,1,1,1,1
52,Guam,134,0,0,0,0,0,0,0,0,0
53,West Virginia,2531,32,33,32,28,24,20,15,11,8
54,Northern Mariana Islands,2,0,0,5,9,7,4,1,0,0
55,American Samoa,0,0,0,0,0,0,0,0,0,0
