,State,431,437,444,451,458
0,Washington,5218,41,45,44,44
1,Illinois,23521,173,173,178,186
2,California,58949,1060,917,844,779
3,Arizona,16918,117,100,88,80
4,Massachusetts,17115,236,245,252,249
5,Wisconsin,7274,31,30,30,32
6,Texas,48093,634,567,519,512
7,Nebraska,2175,17,19,18,19
8,Utah,2114,43,33,31,30
9,Oregon,2375,13,13,13,13
10,Florida,33178,390,364,372,369
11,New York,50017,576,549,529,555
12,Rhode Island,2608,13,14,13,11
13,Georgia,18926,260,254,232,218
14,New Hampshire,1237,16,17,18,19
15,North Carolina,12028,137,135,120,110
16,New Jersey,24389,204,219,228,234
17,Colorado,6092,32,33,34,33
18,Maryland,8251,87,97,105,111
19,Nevada,5236,41,39,34,32
20,Tennessee,11816,75,71,64,59
21,Hawaii,462,3,4,3,4
22,Indiana,13023,75,68,69,71
23,Kentucky,6031,229,210,207,218
24,Minnesota,6908,56,56,57,61
25,Oklahoma,4850,24,21,17,15
26,Pennsylvania,24971,224,240,249,249
27,South Carolina,9122,96,88,84,82
28,District of Columbia,1056,3,3,3,3
29,Kansas,4848,16,16,15,13
30,Missouri,8796,50,50,49,47
31,Vermont,225,4,4,5,5
32,Virginia,10198,75,62,72,80
33,Connecticut,7865,43,49,48,42
34,Iowa,5725,43,39,39,39
35,Louisiana,10087,56,58,51,45
36,Ohio,18609,14,22,24,25
37,Michigan,17047,164,202,219,218
38,South Dakota,1933,7,8,8,8
39,Arkansas,5595,45,41,37,34
40,Delaware,1544,9,10,9,8
41,Mississippi,7001,26,23,20,18
42,New Mexico,3925,18,17,15,14
43,North Dakota,1498,4,4,4,5
44,Wyoming,695,0,0,0,0
45,Alaska,313,1,1,2,1
46,Maine,736,3,4,4,4
47,Alabama,10526,56,51,41,37
48,Idaho,1954,12,12,12,11
49,Montana,1436,10,10,9,9
50,Puerto Rico,2112,13,14,14,14
51,Virgin Islands,26,0,0,0,0
52,Guam,134,0,0,0,0
53,West Virginia,2634,32,29,28,28
54,Northern Mariana Islands,2,0,0,0,0
55,American Samoa,0,0,0,0,0
