,County,368,374,381,388,395
0,01001,5376,199,187,165,167
1,01003,17256,727,667,603,639
2,01005,1827,65,66,61,69
3,01007,2223,72,67,64,62
4,01009,5473,151,147,160,167
5,01011,1035,34,30,27,27
6,01013,1744,42,44,41,45
7,01015,11521,369,330,311,288
8,01017,3042,162,139,117,111
9,01019,1657,44,52,50,56
10,01021,3454,81,86,95,102
11,01023,519,11,17,16,22
12,01025,3002,137,121,109,107
13,01027,1305,32,33,34,39
14,01029,1218,38,37,36,39
15,01031,4624,192,182,168,175
16,01033,5499,169,165,160,166
17,01035,979,31,31,29,33
18,01037,636,29,36,34,43
19,01039,3396,104,111,109,120
20,01041,1240,43,41,39,41
21,01043,8274,212,207,207,227
22,01045,4107,132,124,115,115
23,01047,3132,85,80,72,77
24,01049,7894,168,172,180,192
25,01051,8214,347,321,291,295
26,01053,3354,153,139,121,119
27,01055,12107,362,324,319,294
28,01057,1786,81,71,64,63
29,01059,3749,82,84,88,96
30,01061,2115,97,92,90,84
31,01063,779,20,18,16,15
32,01065,1852,72,56,49,44
33,01067,1599,67,63,61,57
34,01069,9009,400,373,368,343
35,01071,6015,166,162,160,171
36,01073,64681,2244,1899,1718,1616
37,01075,1202,22,25,29,34
38,01077,7871,284,281,260,262
39,01079,2541,88,86,83,85
40,01081,13205,611,551,484,438
41,01083,8349,309,295,276,284
42,01085,1155,42,37,33,32
43,01087,1223,56,49,41,40
44,01089,28310,1055,887,740,712
45,01091,2093,71,65,60,62
46,01093,2537,79,83,81,88
47,01095,10471,230,231,234,257
48,01097,31620,1106,1011,871,909
49,01099,1524,55,49,43,45
50,01101,19954,844,746,634,625
51,01103,12639,358,347,341,352
52,01105,1000,27,25,23,24
53,01107,1996,40,37,36,35
54,01109,2625,119,108,95,96
55,01111,1464,55,60,54,60
56,01113,3575,215,190,165,165
57,01115,7854,253,232,219,219
58,01117,19335,685,599,580,576
59,01119,905,13,16,17,22
60,01121,6481,255,241,215,219
61,01123,3149,291,266,233,249
62,01125,21525,646,579,568,562
63,01127,6036,129,140,150,172
64,01129,1423,42,41,36,40
65,01131,1079,43,38,34,34
66,01133,2336,63,62,60,65
67,02013,71,19,17,16,17
68,02016,293,32,28,24,23
69,02020,25089,458,513,573,677
70,02050,3184,144,124,117,115
71,02060,0,1,1,2,2
72,02068,67,2,4,4,5
73,02070,164,11,13,14,17
74,02090,5792,173,225,250,270
75,02100,24,2,5,6,8
76,02105,0,,,,NaN
77,02110,1133,25,35,41,51
78,02122,3888,73,119,147,178
79,02130,276,8,16,17,23
80,02150,1022,24,28,31,35
81,02158,1084,,,,NaN
82,02164,170,5,6,7,8
83,02170,7361,192,227,238,270
84,02180,305,11,17,19,24
85,02185,977,27,23,21,20
86,02188,561,34,35,34,36
87,02195,47,3,5,5,7
88,02198,74,,,,NaN
89,02220,299,10,15,18,23
90,02230,16,,,,NaN
91,02240,423,10,14,17,20
92,02261,412,15,20,22,26
93,02275,26,,,,NaN
94,02282,64,2,2,2,3
95,02290,261,11,16,19,23
96,04001,9204,271,230,206,177
97,04003,10157,441,349,258,168
98,04005,14745,673,520,406,271
99,04007,5756,285,248,212,183
100,04009,4816,301,248,209,175
101,04011,508,23,19,14,9
102,04012,2170,116,90,69,47
103,04013,449162,24851,19375,15027,10650
104,04015,18277,1189,1015,828,662
105,04017,13988,576,494,426,357
106,04019,96738,5496,4322,3347,2562
107,04021,39751,2326,1832,1400,969
