,Region,655,661,668,675,682
0,Belgium,137,137,137,137,137
1,Bulgaria,1075,1075,1075,1075,1075
2,Czechia,269,269,269,269,269
3,Denmark,27,27,27,27,27
4,Germany,828,828,828,828,828
5,Estonia,79,79,79,79,79
6,Ireland,56,56,56,56,56
7,Greece,357,357,357,357,357
8,Spain,136,136,136,136,136
9,France,241,241,241,241,241
10,Croatia,280,280,280,280,280
11,Italy,291,291,291,291,291
12,Cyprus,2,2,2,2,2
13,Latvia,246,246,246,246,246
14,Lithuania,238,238,238,238,238
15,Luxembourg,6,6,6,6,6
16,Hungary,455,455,455,455,455
17,Malta,1,1,1,1,1
18,Netherlands,153,153,153,153,153
19,Austria,145,145,145,145,145
20,Poland,758,758,758,758,758
21,Portugal,46,46,46,46,46
22,Romania,3004,3004,3004,3004,3004
23,Slovenia,85,85,85,85,85
24,Slovakia,195,195,195,195,195
25,Finland,30,30,30,30,30
26,Sweden,32,32,32,32,32
27,United Kingdom,1181,1181,1181,1181,1181
28,Iceland,1,1,1,1,1
29,Liechtenstein,0,0,0,0,0
30,Norway,22,22,22,22,22
31,Switzerland,40,40,40,40,40
