,Region,424,430,437,444,451
0,Belgium,229,229,229,229,229
1,Bulgaria,732,732,732,732,732
2,Czechia,1447,1447,1447,1447,1447
3,Denmark,9,9,9,9,9
4,Germany,1337,1337,1337,1337,1337
5,Estonia,70,70,70,70,70
6,Ireland,51,51,51,51,51
7,Greece,383,383,383,383,383
8,Spain,652,652,652,652,652
9,France,1743,1743,1743,1743,1743
10,Croatia,83,83,83,83,83
11,Italy,2761,2761,2761,2761,2761
12,Cyprus,4,4,4,4,4
13,Latvia,64,64,64,64,64
14,Lithuania,75,75,75,75,75
15,Luxembourg,33,33,33,33,33
16,Hungary,1278,1278,1278,1278,1278
17,Malta,19,19,19,19,19
18,Netherlands,219,219,219,219,219
19,Austria,196,196,196,196,196
20,Poland,2091,2091,2091,2091,2091
21,Portugal,93,93,93,93,93
22,Romania,693,693,693,693,693
23,Slovenia,38,38,38,38,38
24,Slovakia,538,538,538,538,538
25,Finland,19,19,19,19,19
26,Sweden,116,116,116,116,116
27,United Kingdom,658,658,658,658,658
28,Iceland,0,0,0,0,0
29,Liechtenstein,1,1,1,1,1
30,Norway,9,9,9,9,9
31,Switzerland,95,95,95,95,95
