,Region,795,801,808,815,822
0,Belgium,157,157,157,157,157
1,Bulgaria,155,155,155,155,155
2,Czechia,204,204,204,204,204
3,Denmark,184,184,184,184,184
4,Germany,1521,1521,1521,1521,1521
5,Estonia,47,47,47,47,47
6,Ireland,72,72,72,72,72
7,Greece,331,331,331,331,331
8,Spain,689,689,689,689,689
9,France,744,744,744,744,744
10,Croatia,85,85,85,85,85
11,Italy,997,997,997,997,997
12,Cyprus,13,13,13,13,13
13,Latvia,64,64,64,64,64
14,Lithuania,90,90,90,90,90
15,Luxembourg,15,15,15,15,15
16,Hungary,297,297,297,297,297
17,Malta,9,9,9,9,9
18,Netherlands,108,108,108,108,108
19,Austria,256,256,256,256,256
20,Poland,610,610,610,610,610
21,Portugal,137,137,137,137,137
22,Romania,220,220,220,220,220
23,Slovenia,33,33,33,33,33
24,Slovakia,160,160,160,160,160
25,Finland,202,202,202,202,202
26,Sweden,136,136,136,136,136
27,United Kingdom,947,947,947,947,947
28,Iceland,6,6,6,6,6
29,Liechtenstein,2,2,2,2,2
30,Norway,170,170,170,170,170
31,Switzerland,84,84,84,84,84
