,Region,648,654,661,668,675
0,Belgium,148,148,148,148,148
1,Bulgaria,926,926,926,926,926
2,Czechia,138,138,138,138,138
3,Denmark,15,15,15,15,15
4,Germany,614,614,614,614,614
5,Estonia,70,70,70,70,70
6,Ireland,67,67,67,67,67
7,Greece,310,310,310,310,310
8,Spain,236,236,236,236,236
9,France,220,220,220,220,220
10,Croatia,182,182,182,182,182
11,Italy,274,274,274,274,274
12,Cyprus,6,6,6,6,6
13,Latvia,225,225,225,225,225
14,Lithuania,240,240,240,240,240
15,Luxembourg,1,1,1,1,1
16,Hungary,237,237,237,237,237
17,Malta,2,2,2,2,2
18,Netherlands,98,98,98,98,98
19,Austria,106,106,106,106,106
20,Poland,552,552,552,552,552
21,Portugal,24,24,24,24,24
22,Romania,3072,3072,3072,3072,3072
23,Slovenia,62,62,62,62,62
24,Slovakia,131,131,131,131,131
25,Finland,19,19,19,19,19
26,Sweden,32,32,32,32,32
27,United Kingdom,1105,1105,1105,1105,1105
28,Iceland,0,0,0,0,0
29,Liechtenstein,1,1,1,1,1
30,Norway,6,6,6,6,6
31,Switzerland,52,52,52,52,52
