,Region,487,493,500,507,514
0,Belgium,133,133,133,133,133
1,Bulgaria,237,237,237,237,237
2,Czechia,119,119,119,119,119
3,Denmark,6,6,6,6,6
4,Germany,1263,1263,1263,1263,1263
5,Estonia,18,18,18,18,18
6,Ireland,0,0,0,0,0
7,Greece,357,357,357,357,357
8,Spain,281,281,281,281,281
9,France,980,980,980,980,980
10,Croatia,195,195,195,195,195
11,Italy,1069,1069,1069,1069,1069
12,Cyprus,8,8,8,8,8
13,Latvia,60,60,60,60,60
14,Lithuania,82,82,82,82,82
15,Luxembourg,4,4,4,4,4
16,Hungary,344,344,344,344,344
17,Malta,0,0,0,0,0
18,Netherlands,100,100,100,100,100
19,Austria,72,72,72,72,72
20,Poland,1264,1264,1264,1264,1264
21,Portugal,10,10,10,10,10
22,Romania,418,418,418,418,418
23,Slovenia,29,29,29,29,29
24,Slovakia,68,68,68,68,68
25,Finland,1,1,1,1,1
26,Sweden,91,91,91,91,91
27,United Kingdom,42,42,42,42,42
28,Iceland,0,0,0,0,0
29,Liechtenstein,0,0,0,0,0
30,Norway,7,7,7,7,7
31,Switzerland,45,45,45,45,45
