,Region,641,647,654,661,668
0,Belgium,99,99,99,99,99
1,Bulgaria,799,799,799,799,799
2,Czechia,70,70,70,70,70
3,Denmark,14,14,14,14,14
4,Germany,489,489,489,489,489
5,Estonia,35,35,35,35,35
6,Ireland,63,63,63,63,63
7,Greece,253,253,253,253,253
8,Spain,158,158,158,158,158
9,France,222,222,222,222,222
10,Croatia,142,142,142,142,142
11,Italy,285,285,285,285,285
12,Cyprus,6,6,6,6,6
13,Latvia,138,138,138,138,138
14,Lithuania,194,194,194,194,194
15,Luxembourg,3,3,3,3,3
16,Hungary,141,141,141,141,141
17,Malta,0,0,0,0,0
18,Netherlands,72,72,72,72,72
19,Austria,84,84,84,84,84
20,Poland,335,335,335,335,335
21,Portugal,36,36,36,36,36
22,Romania,2898,2898,2898,2898,2898
23,Slovenia,45,45,45,45,45
24,Slovakia,57,57,57,57,57
25,Finland,23,23,23,23,23
26,Sweden,37,37,37,37,37
27,United Kingdom,953,953,953,953,953
28,Iceland,0,0,0,0,0
29,Liechtenstein,0,0,0,0,0
30,Norway,10,10,10,10,10
31,Switzerland,26,26,26,26,26
