,Region,431,437,444,451,458
0,Belgium,220,220,220,220,220
1,Bulgaria,684,684,684,684,684
2,Czechia,1248,1248,1248,1248,1248
3,Denmark,14,14,14,14,14
4,Germany,1209,1209,1209,1209,1209
5,Estonia,80,80,80,80,80
6,Ireland,68,68,68,68,68
7,Greece,405,405,405,405,405
8,Spain,2100,2100,2100,2100,2100
9,France,2328,2328,2328,2328,2328
10,Croatia,119,119,119,119,119
11,Italy,2994,2994,2994,2994,2994
12,Cyprus,8,8,8,8,8
13,Latvia,51,51,51,51,51
14,Lithuania,75,75,75,75,75
15,Luxembourg,24,24,24,24,24
16,Hungary,1684,1684,1684,1684,1684
17,Malta,16,16,16,16,16
18,Netherlands,197,197,197,197,197
19,Austria,179,179,179,179,179
20,Poland,2594,2594,2594,2594,2594
21,Portugal,65,65,65,65,65
22,Romania,865,865,865,865,865
23,Slovenia,44,44,44,44,44
24,Slovakia,448,448,448,448,448
25,Finland,12,12,12,12,12
26,Sweden,140,140,140,140,140
27,United Kingdom,454,454,454,454,454
28,Iceland,0,0,0,0,0
29,Liechtenstein,0,0,0,0,0
30,Norway,8,8,8,8,8
31,Switzerland,96,96,96,96,96
