,Region,613,619,626,633,640
0,Belgium,57,57,57,57,57
1,Bulgaria,461,461,461,461,461
2,Czechia,23,23,23,23,23
3,Denmark,14,14,14,14,14
4,Germany,432,432,432,432,432
5,Estonia,18,18,18,18,18
6,Ireland,30,30,30,30,30
7,Greece,213,213,213,213,213
8,Spain,446,446,446,446,446
9,France,486,486,486,486,486
10,Croatia,95,95,95,95,95
11,Italy,387,387,387,387,387
12,Cyprus,19,19,19,19,19
13,Latvia,44,44,44,44,44
14,Lithuania,120,120,120,120,120
15,Luxembourg,1,1,1,1,1
16,Hungary,28,28,28,28,28
17,Malta,4,4,4,4,4
18,Netherlands,50,50,50,50,50
19,Austria,74,74,74,74,74
20,Poland,84,84,84,84,84
21,Portugal,47,47,47,47,47
22,Romania,827,827,827,827,827
23,Slovenia,39,39,39,39,39
24,Slovakia,27,27,27,27,27
25,Finland,12,12,12,12,12
26,Sweden,46,46,46,46,46
27,United Kingdom,990,990,990,990,990
28,Iceland,0,0,0,0,0
29,Liechtenstein,0,0,0,0,0
30,Norway,9,9,9,9,9
31,Switzerland,43,43,43,43,43
