,Region,662,668,675,682,689
0,Belgium,190,190,190,190,190
1,Bulgaria,1205,1205,1205,1205,1205
2,Czechia,459,459,459,459,459
3,Denmark,32,32,32,32,32
4,Germany,1157,1157,1157,1157,1157
5,Estonia,63,63,63,63,63
6,Ireland,74,74,74,74,74
7,Greece,471,471,471,471,471
8,Spain,169,169,169,169,169
9,France,236,236,236,236,236
10,Croatia,381,381,381,381,381
11,Italy,384,384,384,384,384
12,Cyprus,10,10,10,10,10
13,Latvia,263,263,263,263,263
14,Lithuania,206,206,206,206,206
15,Luxembourg,6,6,6,6,6
16,Hungary,683,683,683,683,683
17,Malta,0,0,0,0,0
18,Netherlands,174,174,174,174,174
19,Austria,204,204,204,204,204
20,Poland,1110,1110,1110,1110,1110
21,Portugal,54,54,54,54,54
22,Romania,2314,2314,2314,2314,2314
23,Slovenia,111,111,111,111,111
24,Slovakia,308,308,308,308,308
25,Finland,28,28,28,28,28
26,Sweden,25,25,25,25,25
27,United Kingdom,1101,1101,1101,1101,1101
28,Iceland,0,0,0,0,0
29,Liechtenstein,0,0,0,0,0
30,Norway,28,28,28,28,28
31,Switzerland,52,52,52,52,52
