,Region,725,731,738,745,752
0,Belgium,153,153,153,153,153
1,Bulgaria,530,530,530,530,530
2,Czechia,263,263,263,263,263
3,Denmark,111,111,111,111,111
4,Germany,1621,1621,1621,1621,1621
5,Estonia,24,24,24,24,24
6,Ireland,83,83,83,83,83
7,Greece,590,590,590,590,590
8,Spain,825,825,825,825,825
9,France,1513,1513,1513,1513,1513
10,Croatia,240,240,240,240,240
11,Italy,2066,2066,2066,2066,2066
12,Cyprus,24,24,24,24,24
13,Latvia,72,72,72,72,72
14,Lithuania,111,111,111,111,111
15,Luxembourg,12,12,12,12,12
16,Hungary,457,457,457,457,457
17,Malta,19,19,19,19,19
18,Netherlands,89,89,89,89,89
19,Austria,72,72,72,72,72
20,Poland,2563,2563,2563,2563,2563
21,Portugal,190,190,190,190,190
22,Romania,229,229,229,229,229
23,Slovenia,43,43,43,43,43
24,Slovakia,338,338,338,338,338
25,Finland,86,86,86,86,86
26,Sweden,136,136,136,136,136
27,United Kingdom,1850,1850,1850,1850,1850
28,Iceland,5,5,5,5,5
29,Liechtenstein,1,1,1,1,1
30,Norway,31,31,31,31,31
31,Switzerland,120,120,120,120,120
