,Region,396,402,409,416,423
0,Belgium,253,253,253,253,253
1,Bulgaria,231,231,231,231,231
2,Czechia,1039,1039,1039,1039,1039
3,Denmark,49,49,49,49,49
4,Germany,2893,2893,2893,2893,2893
5,Estonia,37,37,37,37,37
6,Ireland,204,204,204,204,204
7,Greece,169,169,169,169,169
8,Spain,2354,2354,2354,2354,2354
9,France,1751,1751,1751,1751,1751
10,Croatia,121,121,121,121,121
11,Italy,2130,2130,2130,2130,2130
12,Cyprus,9,9,9,9,9
13,Latvia,95,95,95,95,95
14,Lithuania,105,105,105,105,105
15,Luxembourg,16,16,16,16,16
16,Hungary,616,616,616,616,616
17,Malta,13,13,13,13,13
18,Netherlands,410,410,410,410,410
19,Austria,173,173,173,173,173
20,Poland,1368,1368,1368,1368,1368
21,Portugal,714,714,714,714,714
22,Romania,470,470,470,470,470
23,Slovenia,64,64,64,64,64
24,Slovakia,612,612,612,612,612
25,Finland,16,16,16,16,16
26,Sweden,221,221,221,221,221
27,United Kingdom,3465,3465,3465,3465,3465
28,Iceland,0,0,0,0,0
29,Liechtenstein,2,2,2,2,2
30,Norway,15,15,15,15,15
31,Switzerland,131,131,131,131,131
