,Region,704,710,717,724,731
0,Belgium,254,254,254,254,254
1,Bulgaria,492,492,492,492,492
2,Czechia,526,526,526,526,526
3,Denmark,111,111,111,111,111
4,Germany,2080,2080,2080,2080,2080
5,Estonia,25,25,25,25,25
6,Ireland,55,55,55,55,55
7,Greece,538,538,538,538,538
8,Spain,311,311,311,311,311
9,France,1149,1149,1149,1149,1149
10,Croatia,344,344,344,344,344
11,Italy,970,970,970,970,970
12,Cyprus,8,8,8,8,8
13,Latvia,59,59,59,59,59
14,Lithuania,168,168,168,168,168
15,Luxembourg,9,9,9,9,9
16,Hungary,777,777,777,777,777
17,Malta,4,4,4,4,4
18,Netherlands,252,252,252,252,252
19,Austria,155,155,155,155,155
20,Poland,2842,2842,2842,2842,2842
21,Portugal,96,96,96,96,96
22,Romania,355,355,355,355,355
23,Slovenia,47,47,47,47,47
24,Slovakia,384,384,384,384,384
25,Finland,53,53,53,53,53
26,Sweden,34,34,34,34,34
27,United Kingdom,645,645,645,645,645
28,Iceland,1,1,1,1,1
29,Liechtenstein,1,1,1,1,1
30,Norway,53,53,53,53,53
31,Switzerland,152,152,152,152,152
