,Region,522,528,535,542,549
0,Belgium,24,24,24,24,24
1,Bulgaria,37,37,37,37,37
2,Czechia,18,18,18,18,18
3,Denmark,2,2,2,2,2
4,Germany,368,368,368,368,368
5,Estonia,1,1,1,1,1
6,Ireland,10,10,10,10,10
7,Greece,113,113,113,113,113
8,Spain,127,127,127,127,127
9,France,230,230,230,230,230
10,Croatia,26,26,26,26,26
11,Italy,202,202,202,202,202
12,Cyprus,0,0,0,0,0
13,Latvia,7,7,7,7,7
14,Lithuania,14,14,14,14,14
15,Luxembourg,0,0,0,0,0
16,Hungary,30,30,30,30,30
17,Malta,0,0,0,0,0
18,Netherlands,17,17,17,17,17
19,Austria,20,20,20,20,20
20,Poland,151,151,151,151,151
21,Portugal,19,19,19,19,19
22,Romania,927,927,927,927,927
23,Slovenia,7,7,7,7,7
24,Slovakia,27,27,27,27,27
25,Finland,2,2,2,2,2
26,Sweden,45,45,45,45,45
27,United Kingdom,124,124,124,124,124
28,Iceland,0,0,0,0,0
29,Liechtenstein,0,0,0,0,0
30,Norway,2,2,2,2,2
31,Switzerland,14,14,14,14,14
