,Region,536,542,549,556,563
0,Belgium,13,13,13,13,13
1,Bulgaria,56,56,56,56,56
2,Czechia,21,21,21,21,21
3,Denmark,2,2,2,2,2
4,Germany,202,202,202,202,202
5,Estonia,1,1,1,1,1
6,Ireland,6,6,6,6,6
7,Greece,52,52,52,52,52
8,Spain,92,92,92,92,92
9,France,167,167,167,167,167
10,Croatia,9,9,9,9,9
11,Italy,126,126,126,126,126
12,Cyprus,1,1,1,1,1
13,Latvia,8,8,8,8,8
14,Lithuania,8,8,8,8,8
15,Luxembourg,1,1,1,1,1
16,Hungary,12,12,12,12,12
17,Malta,0,0,0,0,0
18,Netherlands,10,10,10,10,10
19,Austria,14,14,14,14,14
20,Poland,76,76,76,76,76
21,Portugal,44,44,44,44,44
22,Romania,289,289,289,289,289
23,Slovenia,4,4,4,4,4
24,Slovakia,6,6,6,6,6
25,Finland,3,3,3,3,3
26,Sweden,12,12,12,12,12
27,United Kingdom,205,205,205,205,205
28,Iceland,0,0,0,0,0
29,Liechtenstein,0,0,0,0,0
30,Norway,2,2,2,2,2
31,Switzerland,4,4,4,4,4
