,Region,438,444,451,458,465
0,Belgium,272,272,272,272,272
1,Bulgaria,879,879,879,879,879
2,Czechia,1071,1071,1071,1071,1071
3,Denmark,15,15,15,15,15
4,Germany,1101,1101,1101,1101,1101
5,Estonia,73,73,73,73,73
6,Ireland,52,52,52,52,52
7,Greece,500,500,500,500,500
8,Spain,688,688,688,688,688
9,France,2054,2054,2054,2054,2054
10,Croatia,165,165,165,165,165
11,Italy,3097,3097,3097,3097,3097
12,Cyprus,9,9,9,9,9
13,Latvia,53,53,53,53,53
14,Lithuania,59,59,59,59,59
15,Luxembourg,12,12,12,12,12
16,Hungary,1743,1743,1743,1743,1743
17,Malta,11,11,11,11,11
18,Netherlands,183,183,183,183,183
19,Austria,193,193,193,193,193
20,Poland,3057,3057,3057,3057,3057
21,Portugal,42,42,42,42,42
22,Romania,956,956,956,956,956
23,Slovenia,57,57,57,57,57
24,Slovakia,529,529,529,529,529
25,Finland,29,29,29,29,29
26,Sweden,96,96,96,96,96
27,United Kingdom,244,244,244,244,244
28,Iceland,0,0,0,0,0
29,Liechtenstein,0,0,0,0,0
30,Norway,17,17,17,17,17
31,Switzerland,53,53,53,53,53
