,State,298,304,311,318,325
0,Washington,2519,105,145,175,199
1,Illinois,11162,815,947,1000,983
2,California,18262,481,603,743,848
3,Arizona,6302,154,200,245,268
4,Massachusetts,10329,189,249,295,337
5,Wisconsin,2751,404,437,448,449
6,Texas,19995,563,683,807,870
7,Nebraska,779,109,121,129,126
8,Utah,718,70,84,88,91
9,Oregon,761,48,62,77,83
10,Florida,17518,513,536,548,554
11,New York,34032,179,241,312,366
12,Rhode Island,1254,39,49,57,60
13,Georgia,8957,151,194,235,259
14,New Hampshire,499,15,24,35,44
15,North Carolina,4806,182,192,195,200
16,New Jersey,16566,156,195,235,269
17,Colorado,2546,215,272,318,336
18,Maryland,4302,106,137,164,182
19,Nevada,1909,85,105,118,132
20,Tennessee,3893,212,277,349,400
21,Hawaii,222,7,7,6,2
22,Indiana,4910,374,477,570,626
23,Kentucky,1661,115,145,180,200
24,Minnesota,2961,321,429,506,528
25,Oklahoma,1528,105,156,213,251
26,Pennsylvania,9290,332,448,549,639
27,South Carolina,4112,98,114,127,139
28,District of Columbia,660,7,13,14,14
29,Kansas,1256,119,164,204,236
30,Missouri,3387,295,387,470,518
31,Vermont,59,0,0,5,7
32,Virginia,3800,71,74,73,75
33,Connecticut,4737,93,124,158,176
34,Iowa,1989,228,308,363,382
35,Louisiana,6132,48,72,102,125
36,Ohio,5722,440,582,689,766
37,Michigan,8376,464,595,692,756
38,South Dakota,644,79,99,118,123
39,Arkansas,2183,99,120,136,149
40,Delaware,736,16,24,32,36
41,Mississippi,3543,36,46,51,57
42,New Mexico,1215,100,123,143,147
43,North Dakota,736,91,100,99,95
44,Wyoming,144,22,29,36,39
45,Alaska,98,14,18,21,22
46,Maine,165,4,9,13,21
47,Alabama,3248,122,155,181,199
48,Idaho,759,58,69,74,79
49,Montana,520,65,77,81,86
50,Puerto Rico,935,NaN,NaN,NaN,NaN
51,Virgin Islands,23,NaN,NaN,NaN,NaN
52,Guam,92,NaN,NaN,NaN,NaN
53,West Virginia,582,33,49,71,85
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
