,County,298,304,311,318,325,332,339,346,353
0,01001,2456,153,121,98,84,75,68,63,58
1,01003,7646,365,277,218,184,163,148,137,128
2,01005,1128,29,27,25,23,21,20,18,17
3,01007,986,,,,,,,,NaN
4,01009,2549,190,118,78,56,44,37,33,30
5,01011,677,,,,,,,,NaN
6,01013,1087,25,17,12,9,8,7,6,5
7,01015,5608,286,226,187,164,148,137,129,121
8,01017,1570,66,58,55,53,53,53,53,53
9,01019,908,,,,,,,,NaN
10,01021,2078,66,62,57,53,50,47,44,41
11,01023,411,,,,,,,,NaN
12,01025,1503,57,50,44,40,37,35,33,31
13,01027,850,,,,,,,,NaN
14,01029,669,,,,,,,,NaN
15,01031,2170,173,143,120,106,95,88,81,75
16,01033,2736,197,108,65,42,30,22,17,14
17,01035,645,,,,,,,,NaN
18,01037,269,,,,,,,,NaN
19,01039,2039,75,60,48,39,34,29,26,24
20,01041,675,,,,,,,,NaN
21,01043,3701,433,289,203,158,134,121,113,107
22,01045,2175,112,79,59,47,40,35,32,29
23,01047,2062,57,31,17,10,6,4,3,2
24,01049,4209,275,193,143,116,101,92,86,81
25,01051,3648,169,132,105,89,78,70,64,59
26,01053,1881,43,38,35,33,30,28,26,24
27,01055,5348,389,289,220,179,152,134,121,110
28,01057,735,,,,,,,,NaN
29,01059,2336,63,45,35,28,23,20,17,15
30,01061,1101,65,56,50,45,42,39,37,35
31,01063,375,,,,,,,,NaN
32,01065,873,,,,,,,,NaN
33,01067,815,,,,,,,,NaN
34,01069,4761,234,210,188,173,162,152,144,136
35,01071,2719,195,140,106,88,77,70,66,62
36,01073,27884,1683,1164,843,667,567,505,463,433
37,01075,584,,,,,,,,NaN
38,01077,3298,265,136,71,36,18,7,3,1
39,01079,1076,,,,,,,,NaN
40,01081,7212,296,265,232,208,187,170,156,143
41,01083,3653,274,218,183,160,144,132,123,114
42,01085,760,,,,,,,,NaN
43,01087,654,,,,,,,,NaN
44,01089,11305,756,533,393,316,271,243,224,209
45,01091,1132,38,34,30,27,25,23,21,20
46,01093,1276,49,34,26,21,18,16,14,13
47,01095,5330,360,224,145,104,83,72,65,62
48,01097,18524,619,432,314,248,209,185,168,157
49,01099,732,,,,,,,,NaN
50,01101,11596,386,279,215,176,151,133,120,109
51,01103,5400,444,308,226,182,158,143,134,127
52,01105,639,,,,,,,,NaN
53,01107,1073,,,,,,,,NaN
54,01109,1494,71,75,75,75,75,75,75,75
55,01111,950,,,,,,,,NaN
56,01113,2073,35,32,28,25,23,21,19,17
57,01115,3736,228,167,131,110,98,90,83,79
58,01117,9011,652,493,390,333,299,277,261,249
59,01119,533,,,,,,,,NaN
60,01121,3171,186,175,159,145,134,123,113,104
61,01123,1604,111,83,65,56,50,47,44,42
62,01125,11810,604,604,584,565,548,531,515,499
63,01127,3294,120,77,55,43,36,32,28,25
64,01129,875,,,,,,,,NaN
65,01131,606,,,,,,,,NaN
66,01133,1138,95,77,65,59,55,53,51,50
67,02013,22,,,,,,,,NaN
68,02016,105,,,,,,,,NaN
69,02020,12362,1970,1752,1623,1576,1559,1549,1533,1509
70,02050,907,,,,,,,,NaN
71,02060,0,,,,,,,,NaN
72,02068,38,,,,,,,,NaN
73,02070,81,,,,,,,,NaN
74,02090,2891,325,324,309,294,276,259,241,223
75,02100,16,,,,,,,,NaN
76,02105,0,,,,,,,,NaN
77,02110,746,,,,,,,,NaN
78,02122,1752,325,208,141,106,88,79,73,70
79,02130,174,,,,,,,,NaN
80,02150,170,,,,,,,,NaN
81,02158,353,,,,,,,,NaN
82,02164,133,,,,,,,,NaN
83,02170,2329,383,378,383,394,407,417,423,422
84,02180,165,,,,,,,,NaN
85,02185,380,,,,,,,,NaN
86,02188,307,,,,,,,,NaN
87,02195,23,,,,,,,,NaN
88,02198,46,,,,,,,,NaN
89,02220,132,,,,,,,,NaN
90,02230,7,,,,,,,,NaN
91,02240,156,,,,,,,,NaN
92,02261,217,,,,,,,,NaN
93,02275,20,,,,,,,,NaN
94,02282,41,,,,,,,,NaN
95,02290,137,,,,,,,,NaN
96,04001,4391,196,121,77,55,43,37,34,32
97,04003,2705,246,153,98,71,56,49,45,42
98,04005,6318,398,255,168,121,95,80,71,65
99,04007,2362,172,110,72,52,41,35,31,29
100,04009,1675,200,125,80,56,44,37,33,31
101,04011,129,,,,,,,,NaN
102,04012,681,,,,,,,,NaN
103,04013,176204,7767,4997,3366,2512,2055,1805,1659,1567
104,04015,5105,285,183,123,91,74,64,58,54
105,04017,7142,257,149,90,60,44,36,32,29
106,04019,32802,1802,1168,791,594,487,427,391,368
107,04021,13632,667,425,282,207,167,145,132,124
108,04023,3291,127,80,53,39,31,27,25,23
109,04025,3637,242,149,96,69,55,47,42,39
110,04027,15362,721,463,311,231,188,164,150,140
111,05001,838,,,,,,,,NaN
112,05003,679,,,,,,,,NaN
113,05005,1089,,,,,,,,NaN
114,05007,10354,694,455,337,273,234,209,191,176
115,05009,1363,147,119,97,84,74,67,61,57
116,05011,392,,,,,,,,NaN
117,05013,104,,,,,,,,NaN
118,05015,1171,68,50,39,33,29,27,25,24
119,05017,1090,21,13,8,6,5,4,4,3
120,05019,683,,,,,,,,NaN
121,05021,680,,,,,,,,NaN
122,05023,598,,,,,,,,NaN
123,05025,301,,,,,,,,NaN
124,05027,870,,,,,,,,NaN
125,05029,500,,,,,,,,NaN
126,05031,5993,473,435,413,392,371,349,328,306
127,05033,2646,250,227,206,192,181,171,161,153
128,05035,2879,168,134,114,103,96,91,87,84
129,05037,675,,,,,,,,NaN
130,05039,232,,,,,,,,NaN
131,05041,479,,,,,,,,NaN
132,05043,515,,,,,,,,NaN
133,05045,4100,312,227,171,137,116,102,91,83
134,05047,660,,,,,,,,NaN
135,05049,434,,,,,,,,NaN
136,05051,3210,346,273,228,205,192,184,179,174
137,05053,464,,,,,,,,NaN
138,05055,2192,277,271,274,282,290,298,303,306
139,05057,722,,,,,,,,NaN
140,05059,2591,160,110,79,63,55,49,46,44
141,05061,721,,,,,,,,NaN
142,05063,1852,216,160,124,104,92,83,77,73
143,05065,886,,,,,,,,NaN
144,05067,1268,,,,,,,,NaN
145,05069,4758,199,155,125,103,86,72,61,52
146,05071,1142,45,43,40,39,39,39,39,38
147,05073,230,,,,,,,,NaN
148,05075,1018,,,,,,,,NaN
149,05077,1136,14,9,5,4,3,2,2,2
150,05079,2364,10,11,11,11,11,11,10,10
151,05081,558,,,,,,,,NaN
152,05083,741,,,,,,,,NaN
153,05085,2266,200,166,140,122,110,100,92,85
154,05087,526,,,,,,,,NaN
155,05089,293,,,,,,,,NaN
156,05091,1894,85,44,25,15,10,8,6,5
157,05093,2818,160,84,45,24,13,6,2,0
158,05095,267,,,,,,,,NaN
159,05097,217,,,,,,,,NaN
160,05099,389,,,,,,,,NaN
161,05101,374,,,,,,,,NaN
162,05103,494,,,,,,,,NaN
163,05105,197,,,,,,,,NaN
164,05107,835,,,,,,,,NaN
165,05109,317,,,,,,,,NaN
166,05111,1466,121,117,118,119,120,121,121,120
167,05113,567,,,,,,,,NaN
168,05115,3213,209,169,141,126,116,109,104,99
169,05117,317,,,,,,,,NaN
170,05119,14391,1074,930,823,759,715,681,652,626
171,05121,828,,,,,,,,NaN
172,05123,1910,66,71,72,71,69,67,64,61
173,05125,3845,435,362,317,295,285,279,276,273
174,05127,298,,,,,,,,NaN
175,05129,258,,,,,,,,NaN
176,05131,6117,539,403,317,269,241,223,210,200
177,05133,1577,62,44,36,32,29,27,25,24
178,05135,526,,,,,,,,NaN
179,05137,430,,,,,,,,NaN
180,05139,1336,66,43,30,22,17,13,10,8
181,05141,270,,,,,,,,NaN
182,05143,13474,909,748,635,568,524,493,468,447
183,05145,2314,359,323,297,279,263,247,231,215
184,05147,168,,,,,,,,NaN
185,05149,1504,78,51,36,27,23,20,19,18
186,06001,25872,1121,1086,1007,939,883,831,784,744
187,06003,30,,,,,,,,NaN
188,06005,404,,,,,,,,NaN
189,06007,3434,150,144,134,126,118,111,105,99
190,06009,390,,,,,,,,NaN
191,06011,601,,,,,,,,NaN
