,State,396,402,409,416,423
0,Washington,4822,119,105,92,82
1,Illinois,22466,286,233,190,155
2,California,49345,2073,1629,1277,1007
3,Arizona,15505,595,479,374,285
4,Massachusetts,15826,355,320,275,226
5,Wisconsin,6871,87,62,45,33
6,Texas,42162,1198,942,733,573
7,Nebraska,2047,26,23,20,17
8,Utah,1852,34,27,22,19
9,Oregon,2155,33,23,17,13
10,Florida,29906,975,888,783,673
11,New York,46812,819,689,555,429
12,Rhode Island,2376,54,48,41,33
13,Georgia,16744,741,659,563,464
14,New Hampshire,1154,20,14,9,7
15,North Carolina,10926,432,369,310,257
16,New Jersey,22858,342,287,231,178
17,Colorado,5892,63,51,43,36
18,Maryland,7715,151,127,106,89
19,Nevada,4872,151,123,99,78
20,Tennessee,11133,300,211,150,109
21,Hawaii,430,2,1,0,0
22,Indiana,12372,245,213,180,148
23,Kentucky,4447,172,137,107,85
24,Minnesota,6500,47,34,26,21
25,Oklahoma,4181,163,134,108,87
26,Pennsylvania,23565,398,274,191,137
27,South Carolina,8324,291,246,205,168
28,District of Columbia,995,20,17,14,11
29,Kansas,4573,191,185,172,152
30,Missouri,8059,162,130,105,86
31,Vermont,197,5,5,5,5
32,Virginia,7331,199,160,129,105
33,Connecticut,7523,83,60,44,32
34,Iowa,5336,105,82,63,49
35,Louisiana,9466,125,90,64,46
36,Ohio,16816,89,69,55,46
37,Michigan,16342,156,119,91,71
38,South Dakota,1863,14,9,5,3
39,Arkansas,5357,105,75,54,39
40,Delaware,1367,11,6,4,2
41,Mississippi,6553,103,72,50,36
42,New Mexico,3624,82,64,50,37
43,North Dakota,1468,2,1,0,0
44,Wyoming,662,3,2,1,0
45,Alaska,289,3,2,1,1
46,Maine,658,7,4,2,2
47,Alabama,9592,384,278,198,142
48,Idaho,1826,20,16,13,11
49,Montana,1342,11,6,3,2
50,Puerto Rico,1979,36,32,29,27
51,Virgin Islands,25,NaN,NaN,NaN,NaN
52,Guam,130,NaN,NaN,NaN,NaN
53,West Virginia,2261,51,37,27,20
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
