,State,326,353,332,339,346
0,Washington,2879,232,186,203,210
1,Illinois,15339,885,1069,990,923
2,California,21040,1994,1191,1458,1710
3,Arizona,7357,627,425,475,522
4,Massachusetts,11349,537,349,390,451
5,Wisconsin,4339,308,362,335,319
6,Texas,24400,1592,1292,1392,1505
7,Nebraska,1373,130,145,143,134
8,Utah,1055,124,113,113,117
9,Oregon,1155,166,142,151,157
10,Florida,19866,968,727,795,857
11,New York,35620,942,651,755,852
12,Rhode Island,1509,45,39,44,40
13,Georgia,10076,449,346,386,413
14,New Hampshire,603,81,50,60,70
15,North Carolina,5823,447,332,364,400
16,New Jersey,17751,468,424,448,454
17,Colorado,3958,354,413,397,378
18,Maryland,5117,306,277,282,288
19,Nevada,2539,218,217,223,226
20,Tennessee,5462,544,446,475,508
21,Hawaii,274,16,12,14,15
22,Indiana,6805,574,540,550,555
23,Kentucky,2207,289,249,269,275
24,Minnesota,4503,402,433,416,409
25,Oklahoma,2064,242,197,212,222
26,Pennsylvania,12490,1501,1144,1240,1314
27,South Carolina,4739,260,194,216,235
28,District of Columbia,715,31,22,25,28
29,Kansas,2072,166,176,178,168
30,Missouri,4609,264,295,288,269
31,Vermont,95,15,11,13,14
32,Virginia,4411,266,216,232,247
33,Connecticut,5363,198,204,209,213
34,Iowa,3209,183,274,237,206
35,Louisiana,6818,221,224,226,222
36,Ohio,7492,863,618,687,758
37,Michigan,11195,646,823,777,708
38,South Dakota,1259,86,111,102,92
39,Arkansas,2945,239,224,231,231
40,Delaware,816,47,32,37,42
41,Mississippi,4199,267,240,258,263
42,New Mexico,1957,195,222,209,198
43,North Dakota,1152,62,84,74,66
44,Wyoming,321,41,42,42,40
45,Alaska,176,21,19,20,20
46,Maine,257,47,30,35,40
47,Alabama,4102,298,249,270,279
48,Idaho,1175,115,114,115,114
49,Montana,818,64,63,63,62
50,Puerto Rico,1272,63,65,62,63
51,Virgin Islands,23,0,0,0,0
52,Guam,115,2,2,2,2
53,West Virginia,968,156,144,151,152
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
