,State,340,346,353,360,367
0,Washington,3184,93,86,79,73
1,Illinois,17336,820,686,554,449
2,California,24282,2089,2250,2358,2469
3,Arizona,8427,542,518,469,420
4,Massachusetts,12110,412,418,404,384
5,Wisconsin,5039,218,161,112,80
6,Texas,26966,1290,1206,1080,992
7,Nebraska,1559,75,61,46,36
8,Utah,1214,71,61,51,44
9,Oregon,1427,107,93,76,64
10,Florida,21212,794,816,806,828
11,New York,37411,864,840,772,730
12,Rhode Island,1704,77,66,56,48
13,Georgia,10689,435,457,454,475
14,New Hampshire,708,55,53,49,47
15,North Carolina,6549,410,429,447,440
16,New Jersey,18630,344,283,224,177
17,Colorado,4610,240,187,141,106
18,Maryland,5712,259,228,194,166
19,Nevada,2950,190,170,147,130
20,Tennessee,6512,539,516,469,429
21,Hawaii,285,9,8,8,8
22,Indiana,7843,448,378,306,248
23,Kentucky,2555,166,156,139,128
24,Minnesota,5206,242,181,129,90
25,Oklahoma,2370,159,149,136,126
26,Pennsylvania,14969,1122,984,814,696
27,South Carolina,5155,272,309,344,393
28,District of Columbia,768,26,27,27,28
29,Kansas,2503,172,141,114,92
30,Missouri,5471,298,256,207,172
31,Vermont,127,14,12,11,10
32,Virginia,4854,252,249,239,236
33,Connecticut,5791,178,156,128,103
34,Iowa,3744,156,115,81,60
35,Louisiana,7291,224,202,182,157
36,Ohio,8509,512,470,406,361
37,Michigan,12690,536,432,323,256
38,South Dakota,1446,90,77,66,56
39,Arkansas,3482,232,194,156,124
40,Delaware,897,42,41,38,37
41,Mississippi,4606,219,207,188,175
42,New Mexico,2346,171,150,129,111
43,North Dakota,1266,40,28,20,14
44,Wyoming,373,25,21,17,14
45,Alaska,200,16,14,11,10
46,Maine,323,36,36,33,32
47,Alabama,4691,282,272,236,216
48,Idaho,1354,68,55,41,32
49,Montana,924,47,38,29,23
50,Puerto Rico,1445,86,84,78,74
51,Virgin Islands,23,0,0,0,0
52,Guam,121,2,1,1,1
53,West Virginia,1254,130,122,105,95
54,Northern Mariana Islands,2,0,0,0,0
55,American Samoa,0,0,0,0,0
