,State,537,542,549,556,563
0,Washington,NaN,29,25,23,20
1,Illinois,NaN,43,34,26,20
2,California,NaN,78,68,57,49
3,Arizona,NaN,56,52,46,42
4,Massachusetts,NaN,12,10,8,6
5,Wisconsin,NaN,34,28,25,22
6,Texas,NaN,124,109,94,81
7,Nebraska,NaN,1,1,0,0
8,Utah,NaN,18,18,17,17
9,Oregon,NaN,12,10,8,7
10,Florida,NaN,121,100,83,68
11,New York,NaN,37,29,23,18
12,Rhode Island,NaN,3,1,2,2
13,Georgia,NaN,73,65,58,51
14,New Hampshire,NaN,1,2,1,1
15,North Carolina,NaN,45,39,34,30
16,New Jersey,NaN,36,31,26,22
17,Colorado,NaN,33,30,27,24
18,Maryland,NaN,51,45,40,34
19,Nevada,NaN,19,20,19,19
20,Tennessee,NaN,19,16,14,13
21,Hawaii,NaN,2,3,2,3
22,Indiana,NaN,30,25,22,18
23,Kentucky,NaN,2,1,0,0
24,Minnesota,NaN,19,15,13,10
25,Oklahoma,NaN,2,1,1,0
26,Pennsylvania,NaN,38,29,22,17
27,South Carolina,NaN,6,5,3,2
28,District of Columbia,NaN,1,0,1,0
29,Kansas,NaN,7,4,3,2
30,Missouri,NaN,79,93,108,120
31,Vermont,NaN,0,0,0,0
32,Virginia,NaN,13,11,8,6
33,Connecticut,NaN,9,8,6,6
34,Iowa,NaN,10,9,8,6
35,Louisiana,NaN,30,29,27,26
36,Ohio,NaN,11,7,6,3
37,Michigan,NaN,47,35,28,20
38,South Dakota,NaN,3,3,3,2
39,Arkansas,NaN,33,37,42,45
40,Delaware,NaN,2,1,0,1
41,Mississippi,NaN,19,19,18,17
42,New Mexico,NaN,10,8,5,4
43,North Dakota,NaN,2,1,1,1
44,Wyoming,NaN,3,2,2,2
45,Alaska,NaN,1,0,1,0
46,Maine,NaN,2,3,1,2
47,Alabama,NaN,15,11,8,5
48,Idaho,NaN,7,7,7,5
49,Montana,NaN,6,4,3,2
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,0,1,0,0
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN
