,State,726,731,738,745,752,759,766
0,Washington,NaN,214,243,245,231,208,183
1,Illinois,NaN,854,795,693,586,489,407
2,California,NaN,992,1016,952,855,754,660
3,Arizona,NaN,548,547,505,450,396,346
4,Massachusetts,NaN,447,419,376,332,289,252
5,Wisconsin,NaN,87,53,30,16,8,3
6,Texas,NaN,710,715,668,581,477,372
7,Nebraska,NaN,92,89,81,68,54,40
8,Utah,NaN,110,87,64,46,33,22
9,Oregon,NaN,205,271,301,295,264,227
10,Florida,NaN,186,163,131,100,77,56
11,New York,NaN,1243,1150,1015,878,752,642
12,Rhode Island,NaN,21,10,4,2,0,1
13,Georgia,NaN,398,385,343,292,245,202
14,New Hampshire,NaN,53,40,27,16,9,5
15,North Carolina,NaN,354,339,288,234,183,142
16,New Jersey,NaN,472,447,406,360,315,276
17,Colorado,NaN,280,278,257,231,203,178
18,Maryland,NaN,519,408,270,158,85,45
19,Nevada,NaN,150,172,178,170,156,140
20,Tennessee,NaN,62,22,9,3,1,0
21,Hawaii,NaN,26,30,30,28,26,23
22,Indiana,NaN,525,279,125,51,19,8
23,Kentucky,NaN,107,76,51,34,21,12
24,Minnesota,NaN,257,251,230,203,178,155
25,Oklahoma,NaN,315,325,291,237,183,136
26,Pennsylvania,NaN,1043,1022,938,835,732,639
27,South Carolina,NaN,259,267,251,225,197,171
28,District of Columbia,NaN,9,5,2,1,0,0
29,Kansas,NaN,107,108,100,87,73,62
30,Missouri,NaN,1008,522,211,79,29,10
31,Vermont,NaN,17,19,18,17,16,13
32,Virginia,NaN,334,364,368,352,322,286
33,Connecticut,NaN,236,219,180,136,99,69
34,Iowa,NaN,188,131,79,43,23,12
35,Louisiana,NaN,139,133,120,107,92,81
36,Ohio,NaN,393,383,357,323,286,252
37,Michigan,NaN,521,372,250,158,97,56
38,South Dakota,NaN,31,21,14,8,4,2
39,Arkansas,NaN,210,220,211,193,172,150
40,Delaware,NaN,26,20,13,8,6,3
41,Mississippi,NaN,132,138,131,119,105,91
42,New Mexico,NaN,132,97,62,35,19,9
43,North Dakota,NaN,29,26,22,19,14,12
44,Wyoming,NaN,29,25,20,15,12,9
45,Alaska,NaN,20,15,10,6,4,2
46,Maine,NaN,48,38,29,20,14,9
47,Alabama,NaN,202,209,184,150,115,86
48,Idaho,NaN,38,37,34,31,28,25
49,Montana,NaN,16,12,9,6,5,3
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,113,106,92,78,66,54
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
