,State,502,507,514,521,528,535,542
0,Washington,NaN,50,42,33,25,19,14
1,Illinois,NaN,151,134,118,103,90,78
2,California,NaN,148,121,98,80,63,52
3,Arizona,NaN,46,36,26,18,12,7
4,Massachusetts,NaN,20,15,12,9,6,5
5,Wisconsin,NaN,62,56,49,44,38,34
6,Texas,NaN,145,125,107,91,78,66
7,Nebraska,NaN,1,0,0,0,1,0
8,Utah,NaN,5,3,1,0,0,1
9,Oregon,NaN,32,29,25,22,19,15
10,Florida,NaN,225,185,148,117,91,70
11,New York,NaN,129,105,87,70,58,47
12,Rhode Island,NaN,5,4,4,3,2,3
13,Georgia,NaN,107,95,82,72,62,54
14,New Hampshire,NaN,6,5,5,3,3,2
15,North Carolina,NaN,70,60,50,41,35,27
16,New Jersey,NaN,55,42,32,24,19,14
17,Colorado,NaN,52,46,41,36,30,27
18,Maryland,NaN,97,86,76,67,59,51
19,Nevada,NaN,25,21,17,14,10,8
20,Tennessee,NaN,35,30,26,23,21,17
21,Hawaii,NaN,1,1,1,0,0,0
22,Indiana,NaN,42,35,27,21,16,12
23,Kentucky,NaN,392,418,338,212,110,48
24,Minnesota,NaN,20,12,8,4,3,1
25,Oklahoma,NaN,8,5,2,1,1,0
26,Pennsylvania,NaN,135,112,91,73,59,48
27,South Carolina,NaN,34,29,26,23,19,17
28,District of Columbia,NaN,4,2,3,1,2,1
29,Kansas,NaN,10,6,3,2,1,0
30,Missouri,NaN,82,72,61,48,36,26
31,Vermont,NaN,1,1,0,0,0,0
32,Virginia,NaN,26,17,10,6,4,2
33,Connecticut,NaN,22,18,16,14,12,11
34,Iowa,NaN,16,14,12,11,9,8
35,Louisiana,NaN,22,15,9,6,3,1
36,Ohio,NaN,23,16,11,8,5,3
37,Michigan,NaN,180,142,110,85,65,49
38,South Dakota,NaN,6,6,5,4,4,3
39,Arkansas,NaN,9,6,3,2,1,0
40,Delaware,NaN,3,3,1,1,1,0
41,Mississippi,NaN,16,13,10,7,4,3
42,New Mexico,NaN,41,35,29,23,17,14
43,North Dakota,NaN,2,2,1,1,0,1
44,Wyoming,NaN,4,3,3,3,3,2
45,Alaska,NaN,7,7,6,5,5,4
46,Maine,NaN,8,7,5,5,4,3
47,Alabama,NaN,27,23,20,18,15,14
48,Idaho,NaN,8,8,6,6,5,5
49,Montana,NaN,10,11,11,11,11,8
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,2,2,2,1,1,0
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
