,State,642,647,654,661,668,675,682
0,Washington,NaN,193,167,142,118,97,78
1,Illinois,NaN,149,122,99,78,59,45
2,California,NaN,733,734,743,753,754,743
3,Arizona,NaN,219,197,175,152,130,110
4,Massachusetts,NaN,132,131,131,126,121,115
5,Wisconsin,NaN,84,68,52,39,27,18
6,Texas,NaN,1307,1144,988,844,712,597
7,Nebraska,NaN,11,9,7,5,4,2
8,Utah,NaN,56,49,42,35,28,24
9,Oregon,NaN,133,119,105,87,71,57
10,Florida,NaN,838,662,517,400,308,234
11,New York,NaN,282,272,256,238,218,197
12,Rhode Island,NaN,9,8,6,5,4,2
13,Georgia,NaN,619,556,495,438,384,337
14,New Hampshire,NaN,20,19,18,17,16,14
15,North Carolina,NaN,518,482,442,402,361,322
16,New Jersey,NaN,104,90,78,64,53,41
17,Colorado,NaN,166,173,178,180,179,175
18,Maryland,NaN,102,97,90,82,75,67
19,Nevada,NaN,101,92,83,74,66,58
20,Tennessee,NaN,239,199,165,136,110,89
21,Hawaii,NaN,26,23,18,16,13,11
22,Indiana,NaN,209,176,147,119,95,75
23,Kentucky,NaN,158,142,126,112,99,86
24,Minnesota,NaN,152,157,155,150,142,131
25,Oklahoma,NaN,515,519,512,495,470,439
26,Pennsylvania,NaN,530,538,534,522,499,473
27,South Carolina,NaN,362,322,281,243,208,178
28,District of Columbia,NaN,3,2,2,2,2,1
29,Kansas,NaN,38,30,22,17,11,9
30,Missouri,NaN,146,132,116,102,86,74
31,Vermont,NaN,12,11,11,10,9,7
32,Virginia,NaN,282,265,246,224,201,180
33,Connecticut,NaN,46,43,41,37,35,31
34,Iowa,NaN,94,91,85,79,72,66
35,Louisiana,NaN,121,101,83,68,56,45
36,Ohio,NaN,141,110,84,64,48,36
37,Michigan,NaN,307,311,311,304,294,279
38,South Dakota,NaN,20,18,15,13,11,10
39,Arkansas,NaN,140,125,113,101,88,79
40,Delaware,NaN,24,22,19,17,14,11
41,Mississippi,NaN,70,51,37,25,18,12
42,New Mexico,NaN,65,60,52,42,34,26
43,North Dakota,NaN,33,33,32,29,27,25
44,Wyoming,NaN,53,52,50,47,42,38
45,Alaska,NaN,46,45,42,38,35,30
46,Maine,NaN,39,38,36,34,31,27
47,Alabama,NaN,291,246,205,171,142,118
48,Idaho,NaN,134,114,93,74,58,43
49,Montana,NaN,96,96,93,88,80,73
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,165,146,126,108,91,75
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
