,State,516,521,528,535,542,549,556
0,Washington,NaN,16,10,7,4,3,1
1,Illinois,NaN,105,89,75,62,52,43
2,California,NaN,106,89,74,63,52,44
3,Arizona,NaN,51,43,34,27,19,14
4,Massachusetts,NaN,18,16,12,11,8,7
5,Wisconsin,NaN,49,44,38,34,29,25
6,Texas,NaN,160,137,116,97,80,65
7,Nebraska,NaN,1,0,0,0,0,0
8,Utah,NaN,1,1,0,1,0,0
9,Oregon,NaN,24,21,18,15,13,10
10,Florida,NaN,146,115,88,67,50,38
11,New York,NaN,76,60,49,39,31,24
12,Rhode Island,NaN,4,3,2,3,1,2
13,Georgia,NaN,109,98,85,76,66,58
14,New Hampshire,NaN,3,3,3,1,2,1
15,North Carolina,NaN,67,60,53,46,40,36
16,New Jersey,NaN,56,48,40,34,29,24
17,Colorado,NaN,49,46,41,37,32,29
18,Maryland,NaN,76,67,59,51,45,40
19,Nevada,NaN,17,14,10,8,5,4
20,Tennessee,NaN,25,21,18,16,13,11
21,Hawaii,NaN,2,2,2,1,1,1
22,Indiana,NaN,38,31,25,20,16,12
23,Kentucky,NaN,31,14,6,2,1,0
24,Minnesota,NaN,26,20,16,13,10,7
25,Oklahoma,NaN,20,10,5,2,1,0
26,Pennsylvania,NaN,86,69,54,43,33,25
27,South Carolina,NaN,10,7,4,2,2,0
28,District of Columbia,NaN,2,2,2,1,1,1
29,Kansas,NaN,13,12,8,7,5,3
30,Missouri,NaN,61,48,36,26,17,12
31,Vermont,NaN,0,0,0,0,0,0
32,Virginia,NaN,12,7,3,2,2,0
33,Connecticut,NaN,14,13,11,9,8,6
34,Iowa,NaN,15,12,11,9,8,8
35,Louisiana,NaN,19,13,9,6,3,2
36,Ohio,NaN,16,12,8,5,4,2
37,Michigan,NaN,112,86,67,51,38,30
38,South Dakota,NaN,5,4,4,3,3,3
39,Arkansas,NaN,11,8,5,4,2,2
40,Delaware,NaN,2,1,1,1,0,0
41,Mississippi,NaN,10,8,5,3,1,1
42,New Mexico,NaN,25,19,14,11,8,6
43,North Dakota,NaN,1,1,0,1,0,0
44,Wyoming,NaN,3,4,2,3,2,2
45,Alaska,NaN,1,2,0,1,0,1
46,Maine,NaN,7,6,5,5,4,3
47,Alabama,NaN,34,26,21,15,12,9
48,Idaho,NaN,7,7,6,5,5,4
49,Montana,NaN,5,3,2,1,0,0
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,2,1,1,0,1,0
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
