,State,670,675,682,689,696,703,710
0,Washington,NaN,114,98,81,69,56,45
1,Illinois,NaN,245,306,373,428,448,429
2,California,NaN,592,556,512,461,407,356
3,Arizona,NaN,283,292,296,293,282,264
4,Massachusetts,NaN,129,183,263,345,396,399
5,Wisconsin,NaN,126,116,103,88,72,57
6,Texas,NaN,494,392,307,238,183,139
7,Nebraska,NaN,105,122,128,124,109,89
8,Utah,NaN,67,63,58,54,48,44
9,Oregon,NaN,145,137,125,113,101,89
10,Florida,NaN,292,222,166,125,94,70
11,New York,NaN,274,282,288,289,287,279
12,Rhode Island,NaN,22,24,23,15,10,6
13,Georgia,NaN,315,270,229,194,163,138
14,New Hampshire,NaN,47,52,53,50,41,31
15,North Carolina,NaN,112,85,65,48,35,26
16,New Jersey,NaN,91,83,76,69,62,56
17,Colorado,NaN,255,263,260,249,235,215
18,Maryland,NaN,68,61,54,47,42,36
19,Nevada,NaN,72,64,56,48,42,35
20,Tennessee,NaN,99,79,63,49,39,30
21,Hawaii,NaN,18,16,14,12,10,9
22,Indiana,NaN,228,252,266,261,238,203
23,Kentucky,NaN,191,173,156,141,126,111
24,Minnesota,NaN,182,183,175,162,145,129
25,Oklahoma,NaN,333,304,276,248,222,197
26,Pennsylvania,NaN,584,642,670,658,610,544
27,South Carolina,NaN,75,55,40,29,21,15
28,District of Columbia,NaN,2,3,3,3,3,2
29,Kansas,NaN,96,92,88,83,79,73
30,Missouri,NaN,262,364,413,374,285,193
31,Vermont,NaN,14,14,14,14,13,14
32,Virginia,NaN,165,145,125,107,92,77
33,Connecticut,NaN,69,155,342,576,693,643
34,Iowa,NaN,123,135,144,146,142,132
35,Louisiana,NaN,49,39,31,25,18,15
36,Ohio,NaN,154,124,100,80,64,50
37,Michigan,NaN,486,494,481,448,400,342
38,South Dakota,NaN,25,25,24,22,19,17
39,Arkansas,NaN,63,53,44,37,30,25
40,Delaware,NaN,18,14,13,10,8,7
41,Mississippi,NaN,36,29,22,17,12,9
42,New Mexico,NaN,96,97,90,79,66,53
43,North Dakota,NaN,22,19,15,11,9,6
44,Wyoming,NaN,49,45,42,36,33,28
45,Alaska,NaN,38,34,30,26,24,20
46,Maine,NaN,31,28,26,23,20,18
47,Alabama,NaN,104,80,62,47,36,28
48,Idaho,NaN,63,49,37,28,21,15
49,Montana,NaN,52,41,33,25,19,14
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,108,102,91,76,60,45
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
