,State,649,654,661,668,675,682,689
0,Washington,NaN,167,142,118,97,78,62
1,Illinois,NaN,144,123,102,83,67,52
2,California,NaN,722,723,721,712,690,652
3,Arizona,NaN,227,204,180,157,135,114
4,Massachusetts,NaN,131,131,126,121,115,107
5,Wisconsin,NaN,68,52,39,27,18,12
6,Texas,NaN,1144,988,844,712,597,497
7,Nebraska,NaN,516,807,1167,1544,1861,2030
8,Utah,NaN,49,42,35,28,24,18
9,Oregon,NaN,102,86,68,52,38,28
10,Florida,NaN,648,504,388,297,225,171
11,New York,NaN,272,256,238,218,197,174
12,Rhode Island,NaN,8,6,5,4,2,3
13,Georgia,NaN,560,498,440,387,339,296
14,New Hampshire,NaN,14,12,10,9,8,7
15,North Carolina,NaN,482,442,402,361,322,286
16,New Jersey,NaN,105,92,79,67,54,45
17,Colorado,NaN,173,178,180,179,175,170
18,Maryland,NaN,85,77,67,58,49,41
19,Nevada,NaN,92,83,74,66,58,52
20,Tennessee,NaN,199,165,136,110,89,71
21,Hawaii,NaN,17,14,11,9,6,6
22,Indiana,NaN,176,147,119,95,75,58
23,Kentucky,NaN,142,126,112,99,86,76
24,Minnesota,NaN,134,129,119,108,96,82
25,Oklahoma,NaN,436,418,395,366,337,305
26,Pennsylvania,NaN,518,513,498,475,448,416
27,South Carolina,NaN,322,281,243,208,178,152
28,District of Columbia,NaN,2,2,2,2,1,1
29,Kansas,NaN,34,27,19,14,11,7
30,Missouri,NaN,126,110,97,82,69,57
31,Vermont,NaN,11,11,10,9,7,7
32,Virginia,NaN,249,227,204,181,158,138
33,Connecticut,NaN,43,41,37,35,31,28
34,Iowa,NaN,97,92,86,79,72,64
35,Louisiana,NaN,99,81,66,55,44,35
36,Ohio,NaN,135,98,72,51,37,25
37,Michigan,NaN,330,330,326,316,302,285
38,South Dakota,NaN,20,19,16,14,12,10
39,Arkansas,NaN,110,96,83,72,61,53
40,Delaware,NaN,23,20,18,15,12,10
41,Mississippi,NaN,52,38,26,19,13,8
42,New Mexico,NaN,69,63,54,43,34,25
43,North Dakota,NaN,33,32,29,27,25,22
44,Wyoming,NaN,43,40,35,30,25,21
45,Alaska,NaN,45,42,38,35,30,27
46,Maine,NaN,38,36,34,31,27,23
47,Alabama,NaN,178,138,105,81,62,47
48,Idaho,NaN,114,94,75,58,44,33
49,Montana,NaN,99,97,93,87,79,72
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,130,107,88,70,55,43
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
