,State,831,836,843,850,857,864,871
0,Washington,NaN,37,31,25,21,18,14
1,Illinois,NaN,21,16,12,10,7,5
2,California,NaN,257,221,191,164,141,122
3,Arizona,NaN,8,5,4,3,1,2
4,Massachusetts,NaN,27,21,17,13,11,8
5,Wisconsin,NaN,56,49,42,37,32,28
6,Texas,NaN,121,97,78,63,51,41
7,Nebraska,NaN,12,11,9,8,6,6
8,Utah,NaN,10,10,8,7,6,6
9,Oregon,NaN,60,59,58,56,55,51
10,Florida,NaN,234,204,178,154,134,116
11,New York,NaN,181,152,120,89,64,45
12,Rhode Island,NaN,4,2,2,2,2,1
13,Georgia,NaN,131,113,98,86,75,64
14,New Hampshire,NaN,5,4,3,3,2,2
15,North Carolina,NaN,24,18,14,11,8,7
16,New Jersey,NaN,56,47,36,27,20,15
17,Colorado,NaN,14,12,9,6,6,4
18,Maryland,NaN,13,13,13,12,11,9
19,Nevada,NaN,24,21,17,14,12,10
20,Tennessee,NaN,72,60,51,42,35,29
21,Hawaii,NaN,3,2,2,1,1,1
22,Indiana,NaN,16,12,9,6,6,3
23,Kentucky,NaN,51,45,39,34,29,26
24,Minnesota,NaN,8,7,5,4,3,2
25,Oklahoma,NaN,67,59,51,45,38,34
26,Pennsylvania,NaN,58,48,39,31,25,20
27,South Carolina,NaN,76,67,57,51,43,38
28,District of Columbia,NaN,0,0,0,0,0,0
29,Kansas,NaN,0,0,0,0,0,0
30,Missouri,NaN,54,46,39,32,27,22
31,Vermont,NaN,3,2,3,2,1,1
32,Virginia,NaN,121,114,104,93,83,72
33,Connecticut,NaN,9,7,5,5,3,3
34,Iowa,NaN,15,12,10,8,6,5
35,Louisiana,NaN,33,29,24,20,17,14
36,Ohio,NaN,4,2,2,1,1,0
37,Michigan,NaN,32,24,19,14,10,8
38,South Dakota,NaN,4,3,3,2,2,1
39,Arkansas,NaN,45,40,34,29,26,22
40,Delaware,NaN,10,8,8,6,6,5
41,Mississippi,NaN,9,7,5,4,3,2
42,New Mexico,NaN,26,22,20,16,15,13
43,North Dakota,NaN,1,0,0,0,0,0
44,Wyoming,NaN,3,3,3,2,1,2
45,Alaska,NaN,0,0,0,0,0,0
46,Maine,NaN,3,2,0,1,0,0
47,Alabama,NaN,72,62,54,47,41,36
48,Idaho,NaN,4,2,2,1,1,0
49,Montana,NaN,3,2,2,1,1,1
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,32,28,25,21,19,16
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
