,State,698,703,710,717,724,731,738
0,Washington,NaN,123,105,85,64,45,30
1,Illinois,NaN,377,373,325,252,178,115
2,California,NaN,657,677,660,605,526,442
3,Arizona,NaN,389,344,285,224,168,119
4,Massachusetts,NaN,216,211,179,137,93,59
5,Wisconsin,NaN,258,242,211,170,129,93
6,Texas,NaN,420,408,374,321,256,192
7,Nebraska,NaN,55,52,44,36,27,19
8,Utah,NaN,52,43,32,23,17,10
9,Oregon,NaN,108,86,64,47,31,20
10,Florida,NaN,56,36,22,13,8,4
11,New York,NaN,496,536,545,513,451,367
12,Rhode Island,NaN,21,14,7,4,2,1
13,Georgia,NaN,154,153,159,167,174,172
14,New Hampshire,NaN,49,42,34,23,16,9
15,North Carolina,NaN,182,198,201,187,159,127
16,New Jersey,NaN,152,162,160,145,123,96
17,Colorado,NaN,200,174,146,121,99,79
18,Maryland,NaN,142,140,124,99,72,48
19,Nevada,NaN,76,69,62,54,47,40
20,Tennessee,NaN,375,286,184,102,50,22
21,Hawaii,NaN,14,13,11,8,8,5
22,Indiana,NaN,434,449,421,364,293,224
23,Kentucky,NaN,469,474,452,411,359,305
24,Minnesota,NaN,218,180,140,102,71,47
25,Oklahoma,NaN,64,47,34,25,18,12
26,Pennsylvania,NaN,772,800,794,756,692,615
27,South Carolina,NaN,98,96,86,72,56,41
28,District of Columbia,NaN,11,25,35,33,21,10
29,Kansas,NaN,102,94,71,46,25,13
30,Missouri,NaN,360,182,85,39,16,7
31,Vermont,NaN,11,10,9,8,5,5
32,Virginia,NaN,105,104,101,97,89,79
33,Connecticut,NaN,106,137,162,171,169,157
34,Iowa,NaN,96,78,58,40,26,15
35,Louisiana,NaN,41,33,25,16,10,5
36,Ohio,NaN,163,154,144,132,120,107
37,Michigan,NaN,504,431,351,273,204,146
38,South Dakota,NaN,27,18,12,6,3,1
39,Arkansas,NaN,85,76,60,44,28,16
40,Delaware,NaN,26,24,20,16,11,8
41,Mississippi,NaN,28,30,32,33,35,33
42,New Mexico,NaN,47,36,25,18,12,8
43,North Dakota,NaN,27,23,21,19,16,14
44,Wyoming,NaN,33,28,24,19,15,12
45,Alaska,NaN,3,2,1,0,0,0
46,Maine,NaN,39,42,44,46,45,42
47,Alabama,NaN,96,66,38,21,11,6
48,Idaho,NaN,44,39,35,29,24,19
49,Montana,NaN,65,59,51,46,39,35
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,126,118,102,81,60,41
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
