,State,530,535,542,549,556,563,570
0,Washington,NaN,28,25,21,18,15,14
1,Illinois,NaN,58,47,38,30,23,19
2,California,NaN,85,71,61,51,43,37
3,Arizona,NaN,60,56,52,46,42,37
4,Massachusetts,NaN,14,12,9,8,7,5
5,Wisconsin,NaN,40,34,30,27,23,19
6,Texas,NaN,141,124,109,94,81,69
7,Nebraska,NaN,1,0,0,1,0,0
8,Utah,NaN,17,17,16,14,12,10
9,Oregon,NaN,15,13,10,8,7,6
10,Florida,NaN,121,96,77,61,48,37
11,New York,NaN,46,37,29,23,18,14
12,Rhode Island,NaN,2,3,1,2,2,1
13,Georgia,NaN,86,77,69,60,54,47
14,New Hampshire,NaN,3,1,2,1,1,0
15,North Carolina,NaN,52,45,39,34,30,26
16,New Jersey,NaN,42,36,31,26,22,18
17,Colorado,NaN,38,34,31,27,24,21
18,Maryland,NaN,59,51,45,40,34,29
19,Nevada,NaN,19,19,20,20,20,17
20,Tennessee,NaN,17,13,11,9,7,6
21,Hawaii,NaN,1,2,1,1,1,1
22,Indiana,NaN,32,27,23,20,16,13
23,Kentucky,NaN,6,2,1,0,0,1
24,Minnesota,NaN,22,18,16,12,11,8
25,Oklahoma,NaN,5,2,1,1,0,0
26,Pennsylvania,NaN,51,40,31,23,18,14
27,South Carolina,NaN,7,4,3,1,1,1
28,District of Columbia,NaN,1,1,1,0,1,0
29,Kansas,NaN,8,6,4,3,2,1
30,Missouri,NaN,65,62,60,58,54,51
31,Vermont,NaN,0,0,0,0,0,0
32,Virginia,NaN,3,2,2,0,0,0
33,Connecticut,NaN,11,9,8,6,6,5
34,Iowa,NaN,11,9,9,7,6,6
35,Louisiana,NaN,27,23,20,17,13,11
36,Ohio,NaN,13,10,6,4,3,2
37,Michigan,NaN,60,46,34,26,19,15
38,South Dakota,NaN,4,3,3,3,2,2
39,Arkansas,NaN,23,23,25,25,26,26
40,Delaware,NaN,2,2,1,0,1,0
41,Mississippi,NaN,19,18,17,16,15,14
42,New Mexico,NaN,13,10,8,5,4,3
43,North Dakota,NaN,0,1,0,0,0,0
44,Wyoming,NaN,2,3,2,2,2,1
45,Alaska,NaN,0,1,0,1,0,0
46,Maine,NaN,5,4,3,3,2,3
47,Alabama,NaN,21,15,11,8,5,3
48,Idaho,NaN,7,6,5,5,4,3
49,Montana,NaN,9,9,8,7,6,5
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,1,0,1,0,0,0
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
