,State,740,745,752,759,766,773,780
0,Washington,10776,366,362,338,305,270,237
1,Illinois,33346,769,651,537,440,357,289
2,California,80044,1545,1446,1301,1148,1006,877
3,Arizona,26205,693,640,572,503,440,383
4,Massachusetts,22034,462,410,360,313,273,238
5,Wisconsin,12374,279,264,239,208,172,135
6,Texas,79447,1467,1384,1253,1113,976,853
7,Nebraska,3666,76,70,60,51,40,31
8,Utah,4118,99,89,78,68,59,52
9,Oregon,6100,210,210,193,167,141,115
10,Florida,65265,155,123,95,72,53,40
11,New York,64846,1280,1132,991,863,750,652
12,Rhode Island,3316,0,0,0,0,0,0
13,Georgia,32976,600,559,503,444,389,340
14,New Hampshire,2209,36,20,9,4,2,1
15,North Carolina,20757,500,466,418,368,322,281
16,New Jersey,31442,632,580,515,448,384,327
17,Colorado,11115,274,247,219,192,168,145
18,Maryland,13484,330,332,327,317,301,279
19,Nevada,8950,44,41,42,44,49,55
20,Tennessee,22142,10,5,1,1,0,0
21,Hawaii,1181,48,47,44,42,37,33
22,Indiana,21356,179,72,28,11,4,1
23,Kentucky,12960,115,86,63,44,31,20
24,Minnesota,11561,313,287,249,213,179,151
25,Oklahoma,13333,388,354,303,254,210,172
26,Pennsylvania,40581,976,838,702,583,481,395
27,South Carolina,15266,291,272,244,217,189,165
28,District of Columbia,1284,15,13,10,9,7,5
29,Kansas,7533,473,562,576,544,492,437
30,Missouri,17415,0,0,0,0,0,0
31,Vermont,536,20,17,12,9,7,4
32,Virginia,16217,275,261,241,215,191,168
33,Connecticut,10010,191,179,164,147,130,115
34,Iowa,8501,185,153,120,92,70,52
35,Louisiana,15674,1004,1415,1584,1560,1442,1289
36,Ohio,33537,533,1027,3166,9667,17011,17737
37,Michigan,32263,575,499,416,331,251,181
38,South Dakota,2650,20,10,4,2,1,0
39,Arkansas,9628,544,816,979,1014,965,878
40,Delaware,2531,31,18,9,5,3,1
41,Mississippi,10935,132,123,108,95,81,69
42,New Mexico,6454,81,38,16,6,3,1
43,North Dakota,2140,59,79,82,75,67,58
44,Wyoming,1625,16,19,20,19,17,15
45,Alaska,1085,58,53,44,38,31,25
46,Maine,1738,29,25,22,19,16,15
47,Alabama,17086,266,257,235,210,185,162
48,Idaho,4421,95,118,140,151,152,144
49,Montana,3000,8,5,3,2,1,1
50,Puerto Rico,3855,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,101,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,290,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,5763,309,360,339,290,238,192
54,Northern Mariana Islands,23,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN
