,State,460,465,472,479,486,493,500
0,Washington,NaN,49,47,44,40,35,30
1,Illinois,NaN,153,146,133,116,96,77
2,California,NaN,531,451,382,321,269,224
3,Arizona,NaN,54,41,32,24,17,12
4,Massachusetts,NaN,114,99,87,75,65,55
5,Wisconsin,NaN,36,31,26,20,16,12
6,Texas,NaN,369,311,260,217,178,147
7,Nebraska,NaN,22,22,20,18,16,14
8,Utah,NaN,21,18,16,13,12,9
9,Oregon,NaN,45,46,44,39,34,27
10,Florida,NaN,325,293,258,223,190,160
11,New York,NaN,283,239,198,160,127,100
12,Rhode Island,NaN,13,11,10,9,6,5
13,Georgia,NaN,155,129,107,87,71,56
14,New Hampshire,NaN,11,8,6,4,2,1
15,North Carolina,NaN,128,127,119,105,85,65
16,New Jersey,NaN,163,127,97,71,53,38
17,Colorado,NaN,33,28,22,15,9,6
18,Maryland,NaN,95,80,64,48,35,25
19,Nevada,NaN,25,22,19,16,13,11
20,Tennessee,NaN,50,43,36,31,26,20
21,Hawaii,NaN,4,2,1,1,1,0
22,Indiana,NaN,53,49,41,35,27,22
23,Kentucky,NaN,171,160,148,135,124,112
24,Minnesota,NaN,83,75,62,51,38,28
25,Oklahoma,NaN,153,137,120,107,93,81
26,Pennsylvania,NaN,167,146,121,97,75,56
27,South Carolina,NaN,43,33,25,19,13,9
28,District of Columbia,NaN,6,5,5,3,3,2
29,Kansas,NaN,16,12,9,6,5,3
30,Missouri,NaN,38,30,24,18,14,11
31,Vermont,NaN,4,3,2,1,2,1
32,Virginia,NaN,188,164,141,117,97,80
33,Connecticut,NaN,30,23,18,12,9,6
34,Iowa,NaN,34,29,23,18,14,10
35,Louisiana,NaN,52,46,40,35,29,23
36,Ohio,NaN,38,33,29,23,19,15
37,Michigan,NaN,290,237,185,139,103,75
38,South Dakota,NaN,6,4,4,4,2,2
39,Arkansas,NaN,9,8,5,5,3,2
40,Delaware,NaN,18,18,16,14,12,10
41,Mississippi,NaN,26,22,16,13,9,7
42,New Mexico,NaN,16,14,12,10,8,7
43,North Dakota,NaN,4,3,3,2,2,1
44,Wyoming,NaN,1,2,1,1,1,0
45,Alaska,NaN,3,3,2,1,1,1
46,Maine,NaN,6,6,6,5,4,3
47,Alabama,NaN,38,29,23,18,14,11
48,Idaho,NaN,14,12,8,6,4,3
49,Montana,NaN,15,9,6,2,2,1
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,46,31,19,10,4,3
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
