,State,579,584,591,598,605,612,619
0,Washington,NaN,135,178,223,265,298,313
1,Illinois,NaN,120,117,105,86,67,50
2,California,NaN,330,358,372,367,351,325
3,Arizona,NaN,127,137,142,142,138,129
4,Massachusetts,NaN,15,15,13,11,10,9
5,Wisconsin,NaN,32,32,28,26,23,19
6,Texas,NaN,957,1146,1311,1433,1500,1509
7,Nebraska,NaN,9,7,6,3,3,1
8,Utah,NaN,40,40,37,32,28,21
9,Oregon,NaN,94,117,132,132,122,103
10,Florida,NaN,1428,1581,1648,1637,1562,1447
11,New York,NaN,179,218,264,313,360,404
12,Rhode Island,NaN,3,3,3,3,3,2
13,Georgia,NaN,255,298,325,336,333,317
14,New Hampshire,NaN,2,3,2,2,3,2
15,North Carolina,NaN,167,165,154,137,118,100
16,New Jersey,NaN,81,104,123,138,144,141
17,Colorado,NaN,36,37,39,41,41,40
18,Maryland,NaN,71,57,39,24,14,7
19,Nevada,NaN,153,155,152,143,130,117
20,Tennessee,NaN,230,278,318,338,339,324
21,Hawaii,NaN,13,16,16,16,15,13
22,Indiana,NaN,125,169,216,257,284,292
23,Kentucky,NaN,96,87,70,51,36,24
24,Minnesota,NaN,44,49,48,45,39,33
25,Oklahoma,NaN,88,99,106,109,107,100
26,Pennsylvania,NaN,109,111,101,85,66,49
27,South Carolina,NaN,188,230,262,279,281,269
28,District of Columbia,NaN,3,4,6,6,8,9
29,Kansas,NaN,79,67,52,38,25,16
30,Missouri,NaN,213,226,232,232,225,215
31,Vermont,NaN,7,8,10,9,7,5
32,Virginia,NaN,45,46,44,41,34,30
33,Connecticut,NaN,12,10,9,7,5,4
34,Iowa,NaN,17,19,21,23,24,23
35,Louisiana,NaN,392,413,415,400,376,344
36,Ohio,NaN,34,37,36,33,30,26
37,Michigan,NaN,38,52,72,93,111,123
38,South Dakota,NaN,6,10,13,17,21,23
39,Arkansas,NaN,225,245,253,252,242,226
40,Delaware,NaN,30,27,26,22,20,16
41,Mississippi,NaN,220,238,237,218,185,149
42,New Mexico,NaN,38,45,52,57,62,65
43,North Dakota,NaN,5,5,4,5,4,4
44,Wyoming,NaN,19,23,25,27,26,26
45,Alaska,NaN,16,19,22,23,22,22
46,Maine,NaN,11,11,12,12,10,9
47,Alabama,NaN,198,223,239,243,239,226
48,Idaho,NaN,48,63,75,83,85,81
49,Montana,NaN,26,34,45,55,64,72
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,34,42,46,47,44,40
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
