,State,593,598,605,612,619,626,633
0,Washington,NaN,230,269,297,310,303,280
1,Illinois,NaN,153,136,113,86,64,45
2,California,NaN,548,556,541,508,465,418
3,Arizona,NaN,176,174,164,148,131,111
4,Massachusetts,NaN,17,16,15,13,12,10
5,Wisconsin,NaN,70,73,72,68,62,54
6,Texas,NaN,1511,1657,1743,1763,1726,1639
7,Nebraska,NaN,17,18,16,13,11,7
8,Utah,NaN,45,41,36,29,23,17
9,Oregon,NaN,133,134,124,104,82,62
10,Florida,NaN,1850,1854,1784,1665,1517,1359
11,New York,NaN,150,119,85,57,36,22
12,Rhode Island,NaN,4,3,3,3,3,2
13,Georgia,NaN,417,416,392,353,309,264
14,New Hampshire,NaN,3,3,2,3,2,2
15,North Carolina,NaN,312,305,278,242,204,167
16,New Jersey,NaN,105,115,118,113,104,90
17,Colorado,NaN,60,62,62,58,53,45
18,Maryland,NaN,57,41,25,14,8,4
19,Nevada,NaN,150,139,123,105,89,72
20,Tennessee,NaN,320,343,347,333,306,272
21,Hawaii,NaN,16,16,15,13,13,11
22,Indiana,NaN,245,288,314,319,304,276
23,Kentucky,NaN,162,143,114,83,56,37
24,Minnesota,NaN,49,48,42,37,31,25
25,Oklahoma,NaN,121,121,118,109,98,86
26,Pennsylvania,NaN,157,143,121,94,72,52
27,South Carolina,NaN,339,366,369,353,323,285
28,District of Columbia,NaN,5,4,4,3,3,2
29,Kansas,NaN,71,63,52,40,29,21
30,Missouri,NaN,226,217,203,186,167,147
31,Vermont,NaN,5,4,3,2,0,1
32,Virginia,NaN,125,125,114,98,80,61
33,Connecticut,NaN,19,14,11,7,4,3
34,Iowa,NaN,21,23,24,23,22,19
35,Louisiana,NaN,384,366,340,310,279,247
36,Ohio,NaN,64,65,61,54,45,37
37,Michigan,NaN,42,45,45,44,40,35
38,South Dakota,NaN,14,17,21,23,25,24
39,Arkansas,NaN,206,189,165,139,114,89
40,Delaware,NaN,17,14,10,7,5,3
41,Mississippi,NaN,310,318,314,301,281,258
42,New Mexico,NaN,36,33,28,22,18,12
43,North Dakota,NaN,17,22,27,30,30,28
44,Wyoming,NaN,32,35,34,31,28,23
45,Alaska,NaN,22,22,23,21,20,17
46,Maine,NaN,14,14,14,13,12,10
47,Alabama,NaN,236,235,225,205,180,152
48,Idaho,NaN,64,68,67,61,52,43
49,Montana,NaN,45,54,63,68,71,69
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,104,135,160,171,170,157
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
