,Region,677,682,689,696,703
0,Belgium,,383,490,629,794
1,Bulgaria,,785,717,667,619
2,Czechia,,1105,1406,1769,2243
3,Denmark,,87,108,138,161
4,Germany,,2365,2986,3693,4475
5,Estonia,,50,32,26,18
6,Ireland,,60,75,86,92
7,Greece,,722,782,800,778
8,Spain,,126,145,194,240
9,France,,427,551,618,630
10,Croatia,,484,511,531,543
11,Italy,,576,690,767,805
12,Cyprus,,5,6,8,10
13,Latvia,,162,138,109,82
14,Lithuania,,149,129,99,82
15,Luxembourg,,8,10,10,9
16,Hungary,,1217,1302,1250,1102
17,Malta,,3,3,4,4
18,Netherlands,,408,487,551,602
19,Austria,,450,460,438,371
20,Poland,,2923,3940,4629,5493
21,Portugal,,110,127,141,150
22,Romania,,1051,824,629,473
23,Slovenia,,114,91,68,48
24,Slovakia,,507,605,711,830
25,Finland,,53,66,67,75
26,Sweden,,28,33,31,29
27,United Kingdom,,926,1008,1106,1184
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,72,88,115,145
31,Switzerland,,120,152,178,198
