,Region,656,661,668,675,682
0,Belgium,,206,240,262,261
1,Bulgaria,,1232,1220,1029,769
2,Czechia,,452,790,1334,2202
3,Denmark,,20,25,26,27
4,Germany,,970,1140,1281,1378
5,Estonia,,74,99,114,111
6,Ireland,,55,69,83,98
7,Greece,,354,476,539,641
8,Spain,,96,95,78,80
9,France,,200,214,254,284
10,Croatia,,339,437,538,635
11,Italy,,303,331,354,371
12,Cyprus,,4,5,7,9
13,Latvia,,260,258,244,213
14,Lithuania,,265,242,216,175
15,Luxembourg,,4,4,3,2
16,Hungary,,758,1160,1736,2537
17,Malta,,0,1,1,1
18,Netherlands,,200,227,237,228
19,Austria,,193,291,431,629
20,Poland,,1161,1846,2693,3960
21,Portugal,,36,37,39,41
22,Romania,,2857,2237,1451,698
23,Slovenia,,110,136,161,183
24,Slovakia,,282,379,515,695
25,Finland,,24,25,21,20
26,Sweden,,27,24,22,21
27,United Kingdom,,1159,1115,1063,1019
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,13,23,19,23
31,Switzerland,,57,50,51,44
