,Region,663,668,675,682,689
0,Belgium,,251,330,420,518
1,Bulgaria,,1233,1062,845,642
2,Czechia,,708,1001,1341,1718
3,Denmark,,27,35,43,51
4,Germany,,1469,1899,2326,2734
5,Estonia,,89,101,88,86
6,Ireland,,87,111,135,161
7,Greece,,548,667,777,839
8,Spain,,125,99,112,132
9,France,,222,265,302,346
10,Croatia,,504,621,736,843
11,Italy,,380,473,539,596
12,Cyprus,,6,7,7,7
13,Latvia,,274,275,261,235
14,Lithuania,,194,157,115,70
15,Luxembourg,,5,6,5,3
16,Hungary,,1151,1884,3056,4917
17,Malta,,0,2,2,2
18,Netherlands,,204,221,213,186
19,Austria,,297,430,605,835
20,Poland,,1569,2219,2986,3908
21,Portugal,,44,49,54,60
22,Romania,,1950,1477,960,500
23,Slovenia,,125,143,159,171
24,Slovakia,,379,491,647,865
25,Finland,,28,26,24,22
26,Sweden,,23,22,21,20
27,United Kingdom,,1083,1075,1081,1091
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,28,32,32,32
31,Switzerland,,64,69,70,66
