,Region,670,675,682,689,696
0,Belgium,,339,460,616,812
1,Bulgaria,,980,781,661,531
2,Czechia,,896,1268,1792,2484
3,Denmark,,55,84,109,145
4,Germany,,2022,2727,3785,5125
5,Estonia,,61,45,24,11
6,Ireland,,75,86,101,111
7,Greece,,668,756,797,777
8,Spain,,100,111,139,173
9,France,,366,413,544,611
10,Croatia,,462,478,482,468
11,Italy,,475,554,623,656
12,Cyprus,,10,10,14,15
13,Latvia,,171,134,82,35
14,Lithuania,,162,119,71,34
15,Luxembourg,,8,9,7,6
16,Hungary,,1494,1809,2484,3439
17,Malta,,2,3,3,3
18,Netherlands,,272,312,310,275
19,Austria,,421,567,742,952
20,Poland,,2654,3383,4637,6141
21,Portugal,,70,79,86,91
22,Romania,,1613,1176,755,409
23,Slovenia,,135,142,142,137
24,Slovakia,,435,541,656,785
25,Finland,,30,30,28,27
26,Sweden,,24,24,23,22
27,United Kingdom,,1046,1081,1126,1168
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,48,63,71,85
31,Switzerland,,87,99,112,113
