,State,249,255,262,269,276,283
0,Washington,86269,2517,2248,1979,1747,1541
1,Illinois,290373,11638,11037,10457,9899,9363
2,California,809890,19215,16988,15013,13262,11712
3,Arizona,217237,3580,3624,3667,3709,3748
4,Massachusetts,130642,2585,2680,2777,2876,2977
5,Wisconsin,115862,15377,16783,17834,18962,20064
6,Texas,758756,31961,36190,40846,46030,51762
7,Nebraska,44063,2792,2943,3096,3252,3408
8,Utah,70615,7578,8657,9692,10841,12067
9,Oregon,32820,1193,1113,1038,968,902
10,Florida,700564,10262,8421,6908,5665,4645
11,New York,455626,4931,4954,4976,4997,5016
12,Rhode Island,24181,852,893,935,978,1022
13,Georgia,314685,9267,8285,7401,6607,5894
14,New Hampshire,8172,380,467,573,704,863
15,North Carolina,208566,7680,7270,6876,6499,6139
16,New Jersey,203548,3030,3127,3226,3327,3429
17,Colorado,69058,3746,3664,3502,3359,3218
18,Maryland,123403,4061,4090,4117,4140,4161
19,Nevada,78728,1543,1302,1099,927,781
20,Tennessee,192995,8344,7333,6487,5722,5045
21,Hawaii,12116,779,690,611,540,478
22,Indiana,117450,6545,6599,6647,6687,6719
23,Kentucky,66491,4793,4867,4935,4998,5055
24,Minnesota,96734,5138,5159,5174,5185,5189
25,Oklahoma,84333,7779,8365,8972,9596,10232
26,Pennsylvania,160744,4968,4891,4813,4734,4654
27,South Carolina,145887,7838,8251,8670,9090,9511
28,District of Columbia,15250,256,237,219,202,187
29,Kansas,56874,4194,4307,4414,4516,4613
30,Missouri,125026,9450,9484,9500,9500,9483
31,Vermont,1742,34,33,32,31,30
32,Virginia,146001,6338,6222,6103,5981,5858
33,Connecticut,56587,1146,1210,1277,1346,1419
34,Iowa,86624,6703,7268,7857,8468,9095
35,Louisiana,164851,3336,3047,2781,2537,2313
36,Ohio,150809,6428,6227,6030,5835,5643
37,Michigan,134373,5877,5983,6087,6188,6286
38,South Dakota,21541,2059,1939,1792,1658,1530
39,Arkansas,81242,6564,7189,7849,8542,9263
40,Delaware,20260,628,621,614,606,598
41,Mississippi,96859,2421,2111,1839,1601,1393
42,New Mexico,28844,1163,994,835,707,596
43,North Dakota,20724,3361,3901,4498,5144,5829
44,Wyoming,5633,599,594,576,559,542
45,Alaska,7481,447,431,415,400,385
46,Maine,5287,226,241,258,276,295
47,Alabama,152321,4602,4128,3700,3314,2966
48,Idaho,40501,2420,2234,1995,1796,1611
49,Montana,12107,1467,1493,1498,1504,1507
50,Puerto Rico,46304,4032,3795,3429,3125,2842
51,Virgin Islands,1317,NaN,NaN,NaN,NaN,NaN
52,Guam,2286,NaN,NaN,NaN,NaN,NaN
53,West Virginia,15351,1304,1365,1427,1491,1556
54,Northern Mariana Islands,70,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
