,State,452,458,465,472,479,486
0,Washington,385549,11061,12367,13319,13745,13538
1,Illinois,1302134,22968,22069,20268,17691,14621
2,California,3718210,17500,16016,14044,11720,9255
3,Arizona,853761,4764,5059,5230,5227,5029
4,Massachusetts,672657,11941,10012,7949,5949,4176
5,Wisconsin,651545,7199,8234,9058,9486,9388
6,Texas,2850575,24281,24647,24307,23157,21230
7,Nebraska,216473,2424,2543,2573,2492,2299
8,Utah,392757,2838,2886,2856,2731,2511
9,Oregon,175121,5346,6402,7401,8211,8700
10,Florida,2168901,47812,49819,50066,48254,44417
11,New York,1998912,37590,30788,24236,18244,13069
12,Rhode Island,144149,3021,2898,2640,2272,1839
13,Georgia,1084272,12403,14751,17172,19336,20896
14,New Hampshire,91586,2742,2408,1952,1440,953
15,North Carolina,943693,17173,20362,23579,26413,28441
16,New Jersey,978853,20780,16728,12761,9190,6222
17,Colorado,490289,13857,15742,17200,17892,17582
18,Maryland,436028,9611,9244,8565,7606,6443
19,Nevada,310235,2770,2932,3004,2967,2814
20,Tennessee,830484,9286,10458,11680,12772,13553
21,Hawaii,32758,927,1044,1137,1194,1207
22,Indiana,708067,10197,11276,12099,12554,12563
23,Kentucky,437312,5199,6028,6879,7620,8126
24,Minnesota,556381,14406,13949,12907,11374,9522
25,Oklahoma,444863,2106,2200,2277,2309,2278
26,Pennsylvania,1107673,36498,37496,36622,33800,29328
27,South Carolina,569279,6972,7638,8383,9068,9554
28,District of Columbia,46662,983,1064,1104,1088,1013
29,Kansas,307407,1798,2005,2169,2251,2224
30,Missouri,583941,6591,7935,9376,10764,11918
31,Vermont,22016,800,653,511,382,272
32,Virginia,646133,11249,11689,11705,11212,10213
33,Connecticut,329062,7387,6850,5990,4909,3748
34,Iowa,360054,3070,2987,2794,2502,2140
35,Louisiana,451955,3769,4439,5122,5769,6325
36,Ohio,1053175,14393,14149,13436,12270,10735
37,Michigan,873700,57145,55415,50676,43612,35281
38,South Dakota,121056,1611,1905,2209,2471,2635
39,Arkansas,333452,1706,2371,3324,4577,6100
40,Delaware,101158,2912,3269,3505,3557,3394
41,Mississippi,309186,1670,1734,1783,1804,1792
42,New Mexico,194868,1526,1567,1545,1450,1288
43,North Dakota,105754,1298,1659,2109,2622,3146
44,Wyoming,57267,402,416,424,423,412
45,Alaska,65921,1551,1842,2139,2406,2605
46,Maine,57285,3733,4473,5076,5394,5319
47,Alabama,522401,2036,2186,2345,2484,2577
48,Idaho,184769,1682,1710,1719,1696,1637
49,Montana,107145,1206,1374,1531,1655,1724
50,Puerto Rico,123049,11200,15976,21564,27201,31668
51,Virgin Islands,3028,NaN,NaN,NaN,NaN,NaN
52,Guam,7869,NaN,NaN,NaN,NaN,NaN
53,West Virginia,148887,3377,3760,4075,4288,4373
54,Northern Mariana Islands,162,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
