,State,662,668,675,682,689,696
0,Washington,NaN,11365,10084,8780,7506,6303
1,Illinois,NaN,26134,31095,34686,35953,34496
2,California,NaN,43086,40078,35925,31038,25860
3,Arizona,NaN,26719,27923,27994,26919,24856
4,Massachusetts,NaN,13695,14811,14890,13871,11912
5,Wisconsin,NaN,24774,28047,29026,27337,23508
6,Texas,NaN,33300,41746,51450,61567,71298
7,Nebraska,NaN,6443,6617,6557,6273,5801
8,Utah,NaN,10189,9443,8512,7478,6419
9,Oregon,NaN,5754,5016,4293,3611,2988
10,Florida,NaN,7844,6365,5081,3995,3098
11,New York,NaN,41617,47853,53302,57438,59716
12,Rhode Island,NaN,2530,2595,2372,1915,1354
13,Georgia,NaN,6457,5922,5387,4862,4357
14,New Hampshire,NaN,6927,7268,6768,5520,3892
15,North Carolina,NaN,9546,7931,6395,5004,3799
16,New Jersey,NaN,9520,9328,8922,8328,7583
17,Colorado,NaN,20679,19162,17100,14725,12266
18,Maryland,NaN,5141,5048,4879,4645,4357
19,Nevada,NaN,4503,4398,4203,3933,3607
20,Tennessee,NaN,11450,14822,18656,22799,26898
21,Hawaii,NaN,745,674,594,511,428
22,Indiana,NaN,24502,32779,42082,51352,58936
23,Kentucky,NaN,7539,6884,6189,5482,4785
24,Minnesota,NaN,38593,53356,66543,73035,69302
25,Oklahoma,NaN,7856,10420,13341,16407,19256
26,Pennsylvania,NaN,38380,37999,33614,26371,18175
27,South Carolina,NaN,4498,4056,3607,3163,2739
28,District of Columbia,NaN,315,232,166,115,77
29,Kansas,NaN,8212,10028,11775,13244,14213
30,Missouri,NaN,10476,11802,12944,13797,14274
31,Vermont,NaN,2901,3196,3266,3081,2678
32,Virginia,NaN,11812,13357,14604,15442,15758
33,Connecticut,NaN,3448,3895,4183,4265,4113
34,Iowa,NaN,10204,11284,11992,12237,11979
35,Louisiana,NaN,1866,1335,951,672,473
36,Ohio,NaN,36407,40151,42614,43418,42435
37,Michigan,NaN,58571,72688,81398,81266,71965
38,South Dakota,NaN,2227,2041,1814,1564,1312
39,Arkansas,NaN,2717,2301,1888,1535,1232
40,Delaware,NaN,1531,1356,1173,993,823
41,Mississippi,NaN,1697,1417,1174,968,793
42,New Mexico,NaN,10099,10031,9101,7562,5798
43,North Dakota,NaN,2076,1658,1289,977,724
44,Wyoming,NaN,1572,1217,918,677,490
45,Alaska,NaN,1839,1259,840,548,351
46,Maine,NaN,2378,1940,1526,1158,848
47,Alabama,NaN,2905,2396,1962,1597,1293
48,Idaho,NaN,2883,2144,1579,1154,838
49,Montana,NaN,3382,2781,2241,1773,1380
50,Puerto Rico,NaN,988,1045,1068,1053,1000
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,4416,3900,3413,2962,2553
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
