,State,543,549,556,563,570,577
0,Washington,NaN,5702,7267,9254,11707,14645
1,Illinois,NaN,7762,12658,20401,32076,48547
2,California,NaN,27545,38515,53182,72132,95701
3,Arizona,NaN,7442,10627,15313,21979,31085
4,Massachusetts,NaN,2326,4229,7727,13996,24794
5,Wisconsin,NaN,1869,2838,4359,6714,10310
6,Texas,NaN,34450,55525,89937,143740,222307
7,Nebraska,NaN,1102,1625,2375,3433,4899
8,Utah,NaN,4302,5173,6133,7142,8148
9,Oregon,NaN,2092,2694,3706,5351,7941
10,Florida,NaN,77687,138743,241280,388099,541408
11,New York,NaN,8046,12745,20484,32995,52782
12,Rhode Island,NaN,238,341,498,728,1057
13,Georgia,NaN,11541,19782,33717,56431,91377
14,New Hampshire,NaN,256,360,536,822,1279
15,North Carolina,NaN,10578,19001,33944,59435,100470
16,New Jersey,NaN,2880,3667,4666,5901,7396
17,Colorado,NaN,3829,4304,4797,5292,5775
18,Maryland,NaN,1417,2298,3837,6502,11047
19,Nevada,NaN,6553,8544,10988,13856,17028
20,Tennessee,NaN,5859,11131,21643,42065,79456
21,Hawaii,NaN,780,1078,1512,2124,2957
22,Indiana,NaN,4509,6306,8790,12158,16638
23,Kentucky,NaN,4358,7424,13171,23716,42151
24,Minnesota,NaN,2085,3441,5650,9182,14723
25,Oklahoma,NaN,5864,8713,12838,18635,26458
26,Pennsylvania,NaN,2658,3929,5912,8905,13302
27,South Carolina,NaN,4947,8575,14946,25826,43533
28,District of Columbia,NaN,237,360,562,886,1388
29,Kansas,NaN,5085,8215,13081,20342,30534
30,Missouri,NaN,15374,19167,23360,27714,31871
31,Vermont,NaN,118,181,277,420,628
32,Virginia,NaN,4406,7871,14137,25202,44039
33,Connecticut,NaN,906,1227,1649,2189,2858
34,Iowa,NaN,876,1195,1663,2339,3302
35,Louisiana,NaN,20791,47282,104883,209869,338532
36,Ohio,NaN,3533,5500,8862,14460,23558
37,Michigan,NaN,2407,3441,5066,7565,11335
38,South Dakota,NaN,105,128,159,202,260
39,Arkansas,NaN,10600,15523,22299,30998,41062
40,Delaware,NaN,321,443,624,887,1259
41,Mississippi,NaN,4507,7036,10961,16850,25253
42,New Mexico,NaN,1439,2370,3947,6529,10534
43,North Dakota,NaN,218,318,502,844,1474
44,Wyoming,NaN,605,640,672,700,725
45,Alaska,NaN,814,1245,1955,3096,4852
46,Maine,NaN,288,395,564,827,1223
47,Alabama,NaN,5862,9731,16469,27839,46026
48,Idaho,NaN,1293,1908,2923,4560,7139
49,Montana,NaN,532,676,873,1139,1490
50,Puerto Rico,NaN,1507,2473,3943,6048,8835
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,606,834,1185,1715,2500
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
