,State,550,556,563,570,577,584
0,Washington,NaN,8072,10380,13205,16562,20416
1,Illinois,NaN,14149,23362,37390,57110,81578
2,California,NaN,80615,147233,257897,421622,619470
3,Arizona,NaN,10388,13952,18620,24521,31665
4,Massachusetts,NaN,6208,12335,23936,44485,77035
5,Wisconsin,NaN,4047,6758,11208,18316,29187
6,Texas,NaN,56833,92269,147448,227341,330201
7,Nebraska,NaN,1473,2127,3037,4277,5928
8,Utah,NaN,4435,4960,5485,5999,6492
9,Oregon,NaN,4528,7431,12734,22139,37761
10,Florida,NaN,143289,249560,399807,551541,611820
11,New York,NaN,16281,27836,47371,79486,130131
12,Rhode Island,NaN,848,1485,2552,4255,6786
13,Georgia,NaN,22253,38462,64905,105071,159206
14,New Hampshire,NaN,340,477,677,961,1356
15,North Carolina,NaN,17660,31260,54214,90820,144142
16,New Jersey,NaN,8036,13583,22554,36504,57067
17,Colorado,NaN,4509,5055,5594,6111,6594
18,Maryland,NaN,2681,4758,8549,15304,26852
19,Nevada,NaN,7885,10043,12550,15303,18107
20,Tennessee,NaN,15442,30318,58547,107558,178903
21,Hawaii,NaN,1671,2362,3271,4423,5821
22,Indiana,NaN,6496,9086,12583,17202,23152
23,Kentucky,NaN,9395,17348,31767,56080,91928
24,Minnesota,NaN,3197,5106,8060,12543,19185
25,Oklahoma,NaN,11765,19489,31446,48628,70543
26,Pennsylvania,NaN,6200,10838,18791,31947,52716
27,South Carolina,NaN,9296,16416,28622,48398,77472
28,District of Columbia,NaN,557,952,1621,2703,4337
29,Kansas,NaN,7002,10953,16768,24870,35287
30,Missouri,NaN,22277,28438,35143,41740,47325
31,Vermont,NaN,207,323,496,748,1102
32,Virginia,NaN,7934,14211,25207,43753,73211
33,Connecticut,NaN,2148,3341,5062,7452,10626
34,Iowa,NaN,1788,2717,4141,6292,9472
35,Louisiana,NaN,44405,97901,195958,319990,374051
36,Ohio,NaN,9014,17625,34606,66508,121369
37,Michigan,NaN,4576,7198,11370,17868,27705
38,South Dakota,NaN,366,634,1097,1885,3198
39,Arkansas,NaN,15335,21984,30451,40080,49250
40,Delaware,NaN,597,890,1328,1965,2864
41,Mississippi,NaN,10766,18475,30734,48345,69578
42,New Mexico,NaN,2339,3914,6493,10482,16118
43,North Dakota,NaN,289,436,701,1174,2017
44,Wyoming,NaN,1027,1483,2157,3099,4329
45,Alaska,NaN,3227,6980,14138,24780,33756
46,Maine,NaN,653,1107,1892,3209,5334
47,Alabama,NaN,21337,42226,79342,134133,189230
48,Idaho,NaN,2408,3871,6295,10191,16176
49,Montana,NaN,811,1107,1520,2086,2847
50,Puerto Rico,NaN,2935,5031,8201,12597,17967
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,1225,1982,3251,5347,8730
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
