,State,753,759,766,773,780,787
0,Washington,1410596,29361,19021,11938,7307,4382
1,Illinois,2987502,NaN,NaN,NaN,NaN,NaN
2,California,8809229,NaN,NaN,NaN,NaN,NaN
3,Arizona,1950483,NaN,NaN,NaN,NaN,NaN
4,Massachusetts,1648656,7654,3701,1775,847,403
5,Wisconsin,1553551,NaN,NaN,NaN,NaN,NaN
6,Texas,6517733,NaN,NaN,NaN,NaN,NaN
7,Nebraska,450661,NaN,NaN,NaN,NaN,NaN
8,Utah,910900,NaN,NaN,NaN,NaN,NaN
9,Oregon,674500,21383,14179,8978,5486,3259
10,Florida,5776333,NaN,NaN,NaN,NaN,NaN
11,New York,4886180,NaN,NaN,NaN,NaN,NaN
12,Rhode Island,351844,NaN,NaN,NaN,NaN,NaN
13,Georgia,2434131,NaN,NaN,NaN,NaN,NaN
14,New Hampshire,288191,NaN,NaN,NaN,NaN,NaN
15,North Carolina,2525734,NaN,NaN,NaN,NaN,NaN
16,New Jersey,2145147,NaN,NaN,NaN,NaN,NaN
17,Colorado,1288600,NaN,NaN,NaN,NaN,NaN
18,Maryland,970307,NaN,NaN,NaN,NaN,NaN
19,Nevada,673322,NaN,NaN,NaN,NaN,NaN
20,Tennessee,1965983,NaN,NaN,NaN,NaN,NaN
21,Hawaii,231510,2937,1111,392,130,40
22,Indiana,1664353,NaN,NaN,NaN,NaN,NaN
23,Kentucky,1232297,NaN,NaN,NaN,NaN,NaN
24,Minnesota,1388401,24827,13727,7262,3732,1880
25,Oklahoma,1006846,NaN,NaN,NaN,NaN,NaN
26,Pennsylvania,2724802,NaN,NaN,NaN,NaN,NaN
27,South Carolina,1431067,NaN,NaN,NaN,NaN,NaN
28,District of Columbia,132820,NaN,NaN,NaN,NaN,NaN
29,Kansas,749850,NaN,NaN,NaN,NaN,NaN
30,Missouri,1379156,NaN,NaN,NaN,NaN,NaN
31,Vermont,108969,NaN,NaN,NaN,NaN,NaN
32,Virginia,1602677,NaN,NaN,NaN,NaN,NaN
33,Connecticut,712884,NaN,NaN,NaN,NaN,NaN
34,Iowa,739566,NaN,NaN,NaN,NaN,NaN
35,Louisiana,1149234,NaN,NaN,NaN,NaN,NaN
36,Ohio,2632336,18403,10954,6484,3825,2250
37,Michigan,2324854,NaN,NaN,NaN,NaN,NaN
38,South Dakota,232725,NaN,NaN,NaN,NaN,NaN
39,Arkansas,806877,NaN,NaN,NaN,NaN,NaN
40,Delaware,253534,1796,1046,605,348,199
41,Mississippi,776717,NaN,NaN,NaN,NaN,NaN
42,New Mexico,500516,NaN,NaN,NaN,NaN,NaN
43,North Dakota,234875,NaN,NaN,NaN,NaN,NaN
44,Wyoming,152581,NaN,NaN,NaN,NaN,NaN
45,Alaska,232102,5079,2652,1313,631,298
46,Maine,187697,NaN,NaN,NaN,NaN,NaN
47,Alabama,1263072,NaN,NaN,NaN,NaN,NaN
48,Idaho,403137,8526,5584,3448,2050,1191
49,Montana,256630,NaN,NaN,NaN,NaN,NaN
50,Puerto Rico,469285,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,15182,NaN,NaN,NaN,NaN,NaN
52,Guam,39985,NaN,NaN,NaN,NaN,NaN
53,West Virginia,476060,NaN,NaN,NaN,NaN,NaN
54,Northern Mariana Islands,7530,NaN,NaN,NaN,NaN,NaN
55,American Samoa,18,NaN,NaN,NaN,NaN,NaN
