,State,431,437,444,451,458,465
0,Washington,361115,7481,9445,12174,15686,19859
1,Illinois,1237732,16307,18629,21233,23845,26059
2,California,3660713,16174,15002,14101,13222,12190
3,Arizona,839888,3079,2932,2941,3014,3082
4,Massachusetts,629531,19137,25886,35119,46539,59059
5,Wisconsin,634133,4635,5345,6251,7255,8210
6,Texas,2782735,28359,30451,32896,35136,36703
7,Nebraska,208424,2018,2311,2716,3210,3744
8,Utah,384562,3077,3386,3780,4199,4580
9,Oregon,163952,2785,3493,4406,5490,6676
10,Florida,2044005,34576,35967,37150,37709,37321
11,New York,1850732,64950,73846,83112,91348,96872
12,Rhode Island,135775,3322,3951,4653,5337,5894
13,Georgia,1055256,12110,14378,17243,20432,23576
14,New Hampshire,83027,3144,4170,5568,7350,9450
15,North Carolina,905528,11661,13036,15011,17344,19716
16,New Jersey,896652,33560,37789,42355,46615,49678
17,Colorado,458554,8925,10751,13213,16213,19511
18,Maryland,408044,10101,13716,19041,26209,34837
19,Nevada,303061,2134,2451,2914,3511,4203
20,Tennessee,806792,11103,13658,17030,21096,25552
21,Hawaii,30479,844,1070,1330,1606,1873
22,Indiana,684020,6761,8430,10896,14228,18407
23,Kentucky,425024,3618,3543,3620,3784,3963
24,Minnesota,515058,12659,17247,23156,30146,37605
25,Oklahoma,436971,2262,2193,2210,2264,2311
26,Pennsylvania,1013731,36731,50777,69995,93767,119273
27,South Carolina,549199,8491,9663,11296,13277,15406
28,District of Columbia,44175,1072,1343,1671,2031,2380
29,Kansas,302988,1497,1629,1822,2033,2215
30,Missouri,580080,5915,7526,10019,13581,18302
31,Vermont,18820,1355,1763,2284,2891,3525
32,Virginia,615366,11427,13474,16238,19579,23209
33,Connecticut,305210,11772,16662,23184,31108,39593
34,Iowa,349714,5061,6837,9475,13095,17608
35,Louisiana,443069,4034,5137,6589,8333,10284
36,Ohio,1011622,13521,16225,19731,23783,27912
37,Michigan,723700,54119,88096,136420,192834,238597
38,South Dakota,117244,1541,1851,2244,2684,3113
39,Arkansas,329929,1108,1012,978,983,1005
40,Delaware,94062,2012,2319,2632,2896,3056
41,Mississippi,304616,1978,2014,2088,2170,2237
42,New Mexico,191048,1403,1519,1647,1750,1797
43,North Dakota,102583,1260,1749,2411,3243,4194
44,Wyoming,56046,549,665,809,975,1153
45,Alaska,62264,1274,1540,1871,2243,2612
46,Maine,49850,1803,2259,2843,3520,4218
47,Alabama,514391,2989,3126,3382,3706,4046
48,Idaho,179428,2854,3639,4734,6150,7840
49,Montana,104128,1294,1535,1843,2193,2551
50,Puerto Rico,106488,2287,3230,4688,6816,9736
51,Virgin Islands,2907,NaN,NaN,NaN,NaN,NaN
52,Guam,7800,NaN,NaN,NaN,NaN,NaN
53,West Virginia,140613,3594,4738,6281,8206,10412
54,Northern Mariana Islands,159,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
