,State,578,584,591,598,605,612
0,Washington,NaN,27720,32298,36204,38884,39859
1,Illinois,NaN,29564,32153,33107,32196,29558
2,California,NaN,107959,113612,114626,110688,102219
3,Arizona,NaN,22912,24343,25053,24948,24026
4,Massachusetts,NaN,11750,13485,15001,16137,16751
5,Wisconsin,NaN,12011,13137,13966,14413,14419
6,Texas,NaN,133807,140506,140165,132531,118712
7,Nebraska,NaN,5656,7173,8754,10218,11340
8,Utah,NaN,6702,6638,6399,5985,5422
9,Oregon,NaN,23758,32317,41333,48831,52438
10,Florida,NaN,167335,158189,138218,111787,84071
11,New York,NaN,35368,38424,40932,42628,43356
12,Rhode Island,NaN,3057,3677,4178,4441,4383
13,Georgia,NaN,72230,86358,96423,99364,93776
14,New Hampshire,NaN,3067,4516,6442,8828,11496
15,North Carolina,NaN,59678,74416,88166,98541,103273
16,New Jersey,NaN,17308,21106,25044,28742,31734
17,Colorado,NaN,10579,11857,12976,13842,14375
18,Maryland,NaN,8831,10556,12282,13877,15185
19,Nevada,NaN,7441,7105,6611,5996,5304
20,Tennessee,NaN,48053,58885,68052,73462,73539
21,Hawaii,NaN,5912,6555,6973,7090,6873
22,Indiana,NaN,30804,41708,54077,66434,76484
23,Kentucky,NaN,32400,41647,50356,56361,57633
24,Minnesota,NaN,13447,17893,23095,28728,34201
25,Oklahoma,NaN,17685,18476,18683,18251,17202
26,Pennsylvania,NaN,22678,28672,35020,41120,46184
27,South Carolina,NaN,32209,36668,39760,40855,39639
28,District of Columbia,NaN,2244,3074,3980,4803,5332
29,Kansas,NaN,7673,7511,7174,6689,6089
30,Missouri,NaN,17238,15682,13891,12003,10139
31,Vermont,NaN,1171,1520,1925,2361,2789
32,Virginia,NaN,22484,27998,33825,39471,44290
33,Connecticut,NaN,5019,5376,5582,5611,5451
34,Iowa,NaN,5866,6833,7783,8649,9353
35,Louisiana,NaN,39605,38285,35476,31472,26724
36,Ohio,NaN,29647,38880,49407,60384,70425
37,Michigan,NaN,16848,21521,26864,32615,38320
38,South Dakota,NaN,2117,2762,3513,4314,5091
39,Arkansas,NaN,16424,15784,14573,12921,11008
40,Delaware,NaN,3617,5170,7051,9050,10776
41,Mississippi,NaN,36576,42568,44851,42267,35507
42,New Mexico,NaN,7502,8890,9937,10385,10084
43,North Dakota,NaN,2694,4402,6911,10176,13637
44,Wyoming,NaN,2889,3489,4014,4361,4443
45,Alaska,NaN,3491,3934,4286,4498,4540
46,Maine,NaN,1386,1512,1622,1705,1756
47,Alabama,NaN,29815,30766,30292,28371,25239
48,Idaho,NaN,6675,8161,9740,11287,12634
49,Montana,NaN,3401,4358,5464,6664,7856
50,Puerto Rico,NaN,6302,6036,5462,4675,3794
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,8363,12801,18950,26741,35296
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
