,State,613,619,626,633,640,647
0,Washington,NaN,16539,13628,10893,8453,6372
1,Illinois,NaN,19685,16497,13374,10536,8099
2,California,NaN,40921,31195,23179,16807,11902
3,Arizona,NaN,15195,13258,11326,9489,7811
4,Massachusetts,NaN,12574,11890,10909,9718,8412
5,Wisconsin,NaN,17580,16869,15613,13967,12109
6,Texas,NaN,61668,47388,35504,26027,18722
7,Nebraska,NaN,5484,5214,4835,4381,3886
8,Utah,NaN,8969,7839,6685,5571,4547
9,Oregon,NaN,10039,8574,7154,5845,4682
10,Florida,NaN,35640,23472,15007,9354,5702
11,New York,NaN,33008,31151,28797,26086,23162
12,Rhode Island,NaN,1829,1529,1214,917,657
13,Georgia,NaN,24600,18256,13235,9399,6552
14,New Hampshire,NaN,3417,3571,3639,3615,3500
15,North Carolina,NaN,41245,36822,31850,26750,21861
16,New Jersey,NaN,14381,13544,12499,11319,10071
17,Colorado,NaN,10725,9559,8351,7161,6033
18,Maryland,NaN,7300,6721,6075,5397,4716
19,Nevada,NaN,5419,4674,3950,3276,2670
20,Tennessee,NaN,19123,14392,10599,7660,5445
21,Hawaii,NaN,2185,1616,1169,828,575
22,Indiana,NaN,18887,16384,13957,11694,9651
23,Kentucky,NaN,23207,19707,16090,12674,9662
24,Minnesota,NaN,16042,16444,16463,16105,15403
25,Oklahoma,NaN,9987,7985,6245,4788,3605
26,Pennsylvania,NaN,35310,35311,33953,31398,27948
27,South Carolina,NaN,18326,14322,10890,8079,5861
28,District of Columbia,NaN,1272,1169,1044,908,770
29,Kansas,NaN,8620,7737,6790,5836,4921
30,Missouri,NaN,9389,7748,6293,5041,3989
31,Vermont,NaN,1473,1507,1502,1457,1377
32,Virginia,NaN,22003,20105,17871,15457,13014
33,Connecticut,NaN,3833,3432,2990,2536,2095
34,Iowa,NaN,12854,12821,12373,11558,10470
35,Louisiana,NaN,5695,3968,2733,1863,1258
36,Ohio,NaN,40221,36062,31530,26958,22596
37,Michigan,NaN,24642,25722,26158,25898,24960
38,South Dakota,NaN,2875,2661,2399,2107,1807
39,Arkansas,NaN,6752,5301,4079,3086,2300
40,Delaware,NaN,2953,2741,2479,2189,1888
41,Mississippi,NaN,7045,5137,3669,2576,1781
42,New Mexico,NaN,3486,2831,2230,1710,1278
43,North Dakota,NaN,3802,3878,3823,3642,3355
44,Wyoming,NaN,3343,2948,2486,2014,1575
45,Alaska,NaN,7539,7852,7562,6736,5575
46,Maine,NaN,4154,4520,4745,4800,4675
47,Alabama,NaN,17134,13936,11041,8559,6516
48,Idaho,NaN,9233,9438,9359,9002,8402
49,Montana,NaN,7436,8028,8322,8267,7864
50,Puerto Rico,NaN,1146,738,457,272,156
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,13394,13272,12790,11995,10960
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
