,State,564,570,577,584,591,598
0,Washington,488640,21770,32625,47084,64443,82259
1,Illinois,1436353,25844,35067,44691,52762,56968
2,California,4047097,103038,128212,152445,172129,183498
3,Arizona,946054,21783,28516,35968,43334,49458
4,Massachusetts,726395,13348,21648,33570,48917,65535
5,Wisconsin,695245,18180,32659,54086,78753,95262
6,Texas,3238016,177682,280579,397751,483203,483052
7,Nebraska,231069,3145,4311,5743,7387,9109
8,Utah,438479,8458,9967,11399,12613,13462
9,Oregon,226899,14923,25246,40645,60265,79061
10,Florida,2768985,166860,182754,184906,171100,144341
11,New York,2176658,35672,53812,78762,110660,147290
12,Rhode Island,155825,3671,6993,12046,17695,20683
13,Georgia,1211439,63085,100572,147556,192269,214479
14,New Hampshire,101662,1758,3030,5089,8243,12684
15,North Carolina,1071137,46652,75312,114762,161471,204237
16,New Jersey,1049222,15343,23702,35536,50911,68486
17,Colorado,581692,9310,11694,14335,17091,19750
18,Maryland,473969,8344,14167,23175,35849,51159
19,Nevada,363574,9993,11312,12368,13010,13124
20,Tennessee,914110,40452,66486,101541,139107,164338
21,Hawaii,46503,5928,9470,14180,19346,23282
22,Indiana,781326,14915,21276,29571,39749,51227
23,Kentucky,495132,29013,53902,91885,133995,154667
24,Minnesota,617788,9778,16299,26319,40605,58747
25,Oklahoma,493983,23210,33666,46226,58949,68452
26,Pennsylvania,1239996,16492,26632,41483,61532,85549
27,South Carolina,634310,36267,62452,97912,132985,148375
28,District of Columbia,51103,1220,1889,2816,3974,5217
29,Kansas,340491,10040,13412,17282,21313,24962
30,Missouri,708412,22590,23785,24153,23634,22278
31,Vermont,25320,917,1703,3042,5121,7876
32,Virginia,704664,17779,28446,44114,65429,91271
33,Connecticut,358076,7433,12377,19611,29035,39244
34,Iowa,382401,6679,11022,17510,26268,36297
35,Louisiana,573903,46407,56570,65340,70510,70421
36,Ohio,1142330,18122,28016,42228,61344,84654
37,Michigan,1018601,12848,21223,34194,52913,77077
38,South Dakota,125599,573,817,1146,1578,2120
39,Arkansas,404277,22289,27213,31260,33356,32741
40,Delaware,112772,1599,2442,3630,5201,7098
41,Mississippi,358149,29226,45739,63983,76284,74446
42,New Mexico,213793,5621,8718,12777,17259,20923
43,North Dakota,112336,1544,3183,6398,12031,19905
44,Wyoming,66453,1511,1859,2235,2611,2948
45,Alaska,77586,2869,3579,4331,5049,5638
46,Maine,71306,1524,2539,4155,6591,9984
47,Alabama,607209,42523,66319,93153,112613,112566
48,Idaho,204091,6928,11763,19251,29567,41189
49,Montana,117882,3633,6855,12480,21158,31825
50,Puerto Rico,152343,7523,10719,14108,17026,18687
51,Virgin Islands,4960,NaN,NaN,NaN,NaN,NaN
52,Guam,8673,NaN,NaN,NaN,NaN,NaN
53,West Virginia,169162,4123,7130,12138,20030,31353
54,Northern Mariana Islands,183,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
