,State,494,500,507,514,521,528
0,Washington,NaN,5744,4609,3557,2638,1879
1,Illinois,NaN,4500,2972,1888,1154,678
2,California,NaN,3771,2518,1620,1005,601
3,Arizona,NaN,3586,3091,2602,2141,1722
4,Massachusetts,NaN,1212,681,365,189,95
5,Wisconsin,NaN,1532,1084,747,502,329
6,Texas,NaN,7499,5679,4208,3054,2172
7,Nebraska,NaN,237,144,86,50,29
8,Utah,NaN,1281,1020,795,606,452
9,Oregon,NaN,1899,1352,929,615,393
10,Florida,NaN,9645,6819,4686,3130,2032
11,New York,NaN,4109,2491,1456,820,445
12,Rhode Island,NaN,255,145,78,41,21
13,Georgia,NaN,2876,2207,1670,1246,918
14,New Hampshire,NaN,273,160,88,46,23
15,North Carolina,NaN,3955,2918,2119,1516,1068
16,New Jersey,NaN,1087,577,293,143,66
17,Colorado,NaN,3659,2583,1763,1165,745
18,Maryland,NaN,1049,666,408,241,137
19,Nevada,NaN,1091,851,649,485,354
20,Tennessee,NaN,1636,1161,810,556,376
21,Hawaii,NaN,222,150,96,58,33
22,Indiana,NaN,2898,2245,1703,1266,923
23,Kentucky,NaN,2348,1944,1575,1250,972
24,Minnesota,NaN,1863,1169,710,417,237
25,Oklahoma,NaN,687,543,424,328,250
26,Pennsylvania,NaN,4441,2783,1673,965,533
27,South Carolina,NaN,1868,1439,1092,818,604
28,District of Columbia,NaN,105,67,41,24,14
29,Kansas,NaN,702,571,455,356,273
30,Missouri,NaN,2817,2502,2186,1878,1587
31,Vermont,NaN,72,41,22,11,5
32,Virginia,NaN,1488,980,625,386,231
33,Connecticut,NaN,583,336,185,98,50
34,Iowa,NaN,511,342,223,143,89
35,Louisiana,NaN,2676,2474,2257,2034,1811
36,Ohio,NaN,3827,2893,2141,1552,1103
37,Michigan,NaN,3849,2319,1361,780,436
38,South Dakota,NaN,132,85,53,33,20
39,Arkansas,NaN,1138,1040,936,830,725
40,Delaware,NaN,310,195,119,70,40
41,Mississippi,NaN,1078,1013,943,869,793
42,New Mexico,NaN,792,619,467,341,241
43,North Dakota,NaN,261,197,147,108,78
44,Wyoming,NaN,522,508,488,462,431
45,Alaska,NaN,249,180,128,89,62
46,Maine,NaN,644,430,276,171,101
47,Alabama,NaN,1258,1041,851,687,548
48,Idaho,NaN,841,722,612,511,422
49,Montana,NaN,493,409,334,267,211
50,Puerto Rico,NaN,363,199,105,54,26
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,1264,1040,842,670,525
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
