,State,424,430,437,444,451,458
0,Washington,354782,5403,6314,7584,9166,10971
1,Illinois,1221775,11999,12721,13674,14787,15930
2,California,3641876,15418,13040,11321,9962,8772
3,Arizona,836253,4237,4054,4173,4482,4881
4,Massachusetts,614668,14324,18274,24278,32522,42779
5,Wisconsin,629407,4227,4756,5386,6036,6618
6,Texas,2754616,28651,30122,32642,35567,38338
7,Nebraska,206388,1780,2009,2347,2772,3241
8,Utah,381629,3570,4032,4691,5505,6412
9,Oregon,161531,2205,2573,3092,3750,4517
10,Florida,2008349,31507,32206,33200,34142,34712
11,New York,1782769,46950,50927,55674,60409,64219
12,Rhode Island,133039,2983,3674,4531,5463,6321
13,Georgia,1045694,11964,13690,16235,19489,23296
14,New Hampshire,80543,2089,2454,2914,3429,3935
15,North Carolina,895263,11123,11635,12856,14646,16807
16,New Jersey,865886,31230,36552,43681,52443,62015
17,Colorado,450630,8036,9533,11860,15130,19362
18,Maryland,400023,7347,8344,9325,10161,10735
19,Nevada,301178,3090,3729,4694,6024,7718
20,Tennessee,798621,8785,10227,12119,14339,16718
21,Hawaii,29120,639,781,947,1128,1311
22,Indiana,677905,5771,6726,8346,10750,14021
23,Kentucky,420828,4543,4519,4758,5197,5745
24,Minnesota,505224,10897,15435,22058,31007,42063
25,Oklahoma,434491,2727,2620,2670,2822,3019
26,Pennsylvania,988656,22360,26331,32120,39829,49236
27,South Carolina,541582,5925,5601,5566,5669,5794
28,District of Columbia,43229,819,992,1232,1540,1914
29,Kansas,301519,1350,1312,1349,1433,1535
30,Missouri,575253,4116,4533,5149,5898,6706
31,Vermont,17740,960,1193,1523,1950,2458
32,Virginia,604904,9114,9744,11032,12960,15441
33,Connecticut,296691,6985,8187,9568,10963,12179
34,Iowa,345785,3145,3472,4034,4830,5821
35,Louisiana,439737,3255,3640,4234,4962,5751
36,Ohio,999750,10779,11897,13600,15721,18041
37,Michigan,691070,33583,55120,89674,139037,197433
38,South Dakota,115867,1472,1856,2390,3066,3842
39,Arkansas,328655,1507,1392,1381,1447,1561
40,Delaware,92287,2036,2408,2859,3352,3835
41,Mississippi,302837,3028,3364,3754,4146,4491
42,New Mexico,189731,1394,1475,1602,1743,1863
43,North Dakota,101651,835,1045,1312,1621,1948
44,Wyoming,55581,427,481,558,651,755
45,Alaska,61086,975,1152,1410,1747,2147
46,Maine,48464,1887,2499,3356,4473,5821
47,Alabama,511460,4380,4874,5539,6312,7125
48,Idaho,177420,2902,3769,4981,6561,8488
49,Montana,103060,1125,1285,1525,1835,2197
50,Puerto Rico,104516,1550,1966,2638,3670,5182
51,Virgin Islands,2767,NaN,NaN,NaN,NaN,NaN
52,Guam,7780,NaN,NaN,NaN,NaN,NaN
53,West Virginia,137826,2617,3285,4264,5593,7271
54,Northern Mariana Islands,157,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
