,State,501,507,514,521,528,535
0,Washington,NaN,3795,2951,2261,1721,1310
1,Illinois,NaN,3261,2254,1543,1057,729
2,California,NaN,3863,2748,1931,1349,944
3,Arizona,NaN,2731,2374,2061,1799,1586
4,Massachusetts,NaN,905,538,313,179,102
5,Wisconsin,NaN,994,698,490,347,249
6,Texas,NaN,6410,5037,3964,3143,2526
7,Nebraska,NaN,212,143,97,67,47
8,Utah,NaN,1326,1148,994,865,762
9,Oregon,NaN,1514,1095,783,558,398
10,Florida,NaN,8660,6475,4827,3611,2729
11,New York,NaN,3500,2440,1713,1216,879
12,Rhode Island,NaN,194,119,71,42,25
13,Georgia,NaN,2291,1804,1429,1142,925
14,New Hampshire,NaN,167,105,66,42,27
15,North Carolina,NaN,3540,2776,2189,1745,1416
16,New Jersey,NaN,1133,704,438,273,173
17,Colorado,NaN,2939,2137,1539,1107,800
18,Maryland,NaN,879,609,422,295,209
19,Nevada,NaN,1260,1060,890,753,644
20,Tennessee,NaN,1411,1060,802,615,480
21,Hawaii,NaN,222,155,105,70,46
22,Indiana,NaN,2545,2028,1617,1298,1056
23,Kentucky,NaN,2049,1718,1439,1213,1033
24,Minnesota,NaN,1424,932,608,399,264
25,Oklahoma,NaN,660,560,479,414,365
26,Pennsylvania,NaN,3370,2230,1461,953,624
27,South Carolina,NaN,1129,857,657,510,405
28,District of Columbia,NaN,88,60,40,27,19
29,Kansas,NaN,636,533,447,377,323
30,Missouri,NaN,2651,2420,2214,2044,1914
31,Vermont,NaN,45,26,14,7,4
32,Virginia,NaN,1130,770,522,355,243
33,Connecticut,NaN,429,261,157,94,57
34,Iowa,NaN,583,434,324,244,187
35,Louisiana,NaN,2772,2697,2639,2609,2617
36,Ohio,NaN,3259,2552,1997,1573,1253
37,Michigan,NaN,2432,1522,956,606,391
38,South Dakota,NaN,89,59,40,27,19
39,Arkansas,NaN,1112,1044,981,930,893
40,Delaware,NaN,211,138,90,59,39
41,Mississippi,NaN,1122,1129,1146,1179,1236
42,New Mexico,NaN,626,499,394,311,247
43,North Dakota,NaN,237,188,149,120,99
44,Wyoming,NaN,494,485,477,471,470
45,Alaska,NaN,196,146,110,83,63
46,Maine,NaN,473,319,212,140,92
47,Alabama,NaN,1694,1525,1385,1277,1203
48,Idaho,NaN,661,558,474,408,357
49,Montana,NaN,435,368,312,267,232
50,Puerto Rico,NaN,243,137,77,43,24
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,973,807,672,563,478
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
