,State,445,451,458,465,472,479
0,Washington,376230,9662,11337,12924,14203,14966
1,Illinois,1279663,28992,35217,41068,45304,46719
2,California,3700471,15572,14574,13231,11545,9617
3,Arizona,849561,6097,7224,8377,9400,10140
4,Massachusetts,659569,15753,15345,14212,12466,10316
5,Wisconsin,645514,7152,8419,9609,10496,10869
6,Texas,2826977,24744,25638,26010,25615,24352
7,Nebraska,214207,2833,3257,3635,3899,3991
8,Utah,390104,2892,3003,3061,3037,2912
9,Oregon,170568,4593,5699,6879,8016,8967
10,Florida,2124233,48057,53394,57716,60161,60089
11,New York,1956594,52502,55236,58194,59916,59145
12,Rhode Island,141097,2933,2968,2882,2670,2349
13,Georgia,1073792,11254,13489,16066,18689,20993
14,New Hampshire,88854,3458,3809,3934,3761,3289
15,North Carolina,929406,15379,18439,21853,25239,28150
16,New Jersey,953490,28862,26946,23876,19997,15769
17,Colorado,478678,13431,16525,19834,22878,25083
18,Maryland,426730,13291,17449,22500,27848,32485
19,Nevada,308024,3399,4218,5081,5897,6562
20,Tennessee,822085,8011,8874,9925,11002,11929
21,Hawaii,32067,1145,1504,1946,2453,2988
22,Indiana,698692,8945,10400,11786,12948,13742
23,Kentucky,433085,4495,5177,5981,6789,7470
24,Minnesota,542053,15999,17657,18666,18828,18063
25,Oklahoma,442805,2142,2222,2308,2364,2361
26,Pennsylvania,1073924,33312,35754,36760,35930,33184
27,South Carolina,562691,6764,7268,7959,8701,9344
28,District of Columbia,45830,1016,1201,1375,1508,1567
29,Kansas,305773,1585,1783,1975,2116,2167
30,Missouri,588626,5450,6601,7969,9451,10903
31,Vermont,21202,1807,2226,2645,2997,3210
32,Virginia,635552,11316,12086,12544,12528,11949
33,Connecticut,321586,9055,9245,9020,8358,7316
34,Iowa,357019,4165,4749,5274,5645,5781
35,Louisiana,448838,4336,5927,7956,10398,13168
36,Ohio,1039455,14208,14285,13959,13147,11876
37,Michigan,820404,61287,66514,67939,65042,58192
38,South Dakota,119705,1620,1942,2301,2644,2902
39,Arkansas,332153,1064,1189,1396,1664,1965
40,Delaware,98570,2990,3656,4300,4801,5039
41,Mississippi,307449,1360,1402,1448,1482,1493
42,New Mexico,193368,1333,1405,1437,1410,1316
43,North Dakota,104745,1474,1947,2546,3237,3945
44,Wyoming,56873,440,465,484,496,499
45,Alaska,64782,1528,1849,2204,2557,2867
46,Maine,53960,2819,3460,4091,4598,4865
47,Alabama,518899,1927,2028,2170,2318,2441
48,Idaho,183153,2507,3073,3747,4481,5203
49,Montana,106183,1229,1417,1610,1780,1899
50,Puerto Rico,115299,7343,10546,14581,19223,23939
51,Virgin Islands,2971,NaN,NaN,NaN,NaN,NaN
52,Guam,7837,NaN,NaN,NaN,NaN,NaN
53,West Virginia,146169,3626,4100,4510,4805,4947
54,Northern Mariana Islands,160,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
