,State,459,465,472,479,486,493
0,Washington,NaN,11021,11693,11895,11551,10670
1,Illinois,NaN,17647,14753,11773,8952,6473
2,California,NaN,14689,12978,10934,8736,6586
3,Arizona,NaN,4609,4352,3989,3543,3045
4,Massachusetts,NaN,9522,7487,5537,3822,2442
5,Wisconsin,NaN,4451,3662,2894,2194,1594
6,Texas,NaN,24638,24375,23400,21749,19541
7,Nebraska,NaN,2368,2415,2374,2240,2025
8,Utah,NaN,2774,2755,2653,2465,2203
9,Oregon,NaN,6599,7703,8625,9213,9350
10,Florida,NaN,44659,44588,42853,39506,34839
11,New York,NaN,26976,20104,14351,9784,6351
12,Rhode Island,NaN,2186,1875,1511,1134,785
13,Georgia,NaN,10678,11554,12284,12742,12831
14,New Hampshire,NaN,2057,1637,1212,829,521
15,North Carolina,NaN,15363,16156,16559,16480,15887
16,New Jersey,NaN,16821,12885,9336,6377,4090
17,Colorado,NaN,12045,11829,11117,9950,8446
18,Maryland,NaN,8306,7457,6416,5271,4117
19,Nevada,NaN,2789,2871,2861,2755,2559
20,Tennessee,NaN,12184,13118,13772,14070,13969
21,Hawaii,NaN,549,460,365,270,186
22,Indiana,NaN,9213,9341,9201,8794,8145
23,Kentucky,NaN,4445,4551,4564,4463,4244
24,Minnesota,NaN,10897,9185,7413,5711,4190
25,Oklahoma,NaN,1708,1751,1780,1785,1761
26,Pennsylvania,NaN,24208,21089,17457,13671,10084
27,South Carolina,NaN,6306,6476,6610,6658,6582
28,District of Columbia,NaN,651,557,453,350,254
29,Kansas,NaN,1585,1580,1529,1432,1296
30,Missouri,NaN,5045,5508,5919,6213,6330
31,Vermont,NaN,660,517,386,272,180
32,Virginia,NaN,10365,9988,9251,8202,6939
33,Connecticut,NaN,5128,4049,3018,2112,1377
34,Iowa,NaN,2960,2662,2303,1913,1523
35,Louisiana,NaN,4389,5063,5733,6374,6958
36,Ohio,NaN,11237,9921,8502,7072,5708
37,Michigan,NaN,34059,26297,19411,13699,9240
38,South Dakota,NaN,1035,873,711,561,430
39,Arkansas,NaN,1454,1613,1763,1888,1974
40,Delaware,NaN,2418,2264,2019,1711,1375
41,Mississippi,NaN,1365,1401,1422,1423,1402
42,New Mexico,NaN,1355,1339,1272,1158,1007
43,North Dakota,NaN,897,811,714,615,519
44,Wyoming,NaN,421,432,435,428,412
45,Alaska,NaN,1212,1169,1100,1008,898
46,Maine,NaN,3289,3484,3491,3282,2877
47,Alabama,NaN,4068,4425,4731,4957,5079
48,Idaho,NaN,1212,1013,830,667,526
49,Montana,NaN,1078,1124,1146,1140,1106
50,Puerto Rico,NaN,8428,9092,9373,9173,8486
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,2385,2171,1941,1708,1480
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
