,State,515,521,528,535,542,549
0,Washington,447203,2491,2118,1840,1631,1468
1,Illinois,1388634,1029,667,434,286,192
2,California,3808258,4988,4267,3679,3208,2832
3,Arizona,889727,2677,2598,2607,2708,2904
4,Massachusetts,709395,354,244,175,128,96
5,Wisconsin,676673,430,315,239,189,156
6,Texas,2985659,7625,7787,8322,9216,10451
7,Nebraska,223986,140,111,92,79,71
8,Utah,411610,2244,2811,3578,4566,5790
9,Oregon,206777,1305,1085,915,792,711
10,Florida,2354416,9320,8678,8276,8118,8189
11,New York,2111845,2082,1771,1598,1515,1489
12,Rhode Island,152383,111,77,54,39,29
13,Georgia,1131048,1820,1598,1476,1444,1498
14,New Hampshire,99254,88,64,50,42,36
15,North Carolina,1010113,1901,1512,1235,1044,921
16,New Jersey,1021182,1357,1241,1164,1115,1083
17,Colorado,553868,2798,2673,2581,2497,2404
18,Maryland,461739,354,253,187,142,112
19,Nevada,328875,1672,1692,1769,1906,2104
20,Tennessee,866027,699,538,427,351,302
21,Hawaii,37353,225,171,130,101,79
22,Indiana,751242,1790,1510,1299,1144,1031
23,Kentucky,463337,957,742,582,464,378
24,Minnesota,604509,567,372,248,170,121
25,Oklahoma,455535,1082,1270,1523,1840,2216
26,Pennsylvania,1214895,1401,910,591,387,257
27,South Carolina,595448,502,392,317,268,237
28,District of Columbia,49243,42,28,19,13,9
29,Kansas,317610,803,921,1100,1350,1680
30,Missouri,617498,5776,8159,11666,16624,23323
31,Vermont,24360,19,10,6,3,1
32,Virginia,678649,610,452,344,271,220
33,Connecticut,348665,191,123,80,53,35
34,Iowa,373098,374,322,288,268,258
35,Louisiana,477453,1960,1859,1795,1772,1794
36,Ohio,1108902,1446,1122,896,741,638
37,Michigan,998149,846,524,328,210,138
38,South Dakota,124393,38,26,18,13,10
39,Arkansas,345605,1905,2253,2708,3286,4005
40,Delaware,109548,145,117,100,88,80
41,Mississippi,319948,853,886,950,1056,1224
42,New Mexico,204698,541,479,434,402,379
43,North Dakota,110567,125,100,83,71,64
44,Wyoming,61490,488,544,621,720,845
45,Alaska,70875,145,129,122,121,125
46,Maine,68826,188,124,82,55,37
47,Alabama,548657,1270,1247,1252,1278,1317
48,Idaho,194006,469,417,383,366,364
49,Montana,113167,348,302,265,237,217
50,Puerto Rico,139753,296,264,238,218,202
51,Virgin Islands,3752,NaN,NaN,NaN,NaN,NaN
52,Guam,8267,NaN,NaN,NaN,NaN,NaN
53,West Virginia,163382,425,347,293,256,232
54,Northern Mariana Islands,183,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
