,State,627,633,640,647,654,661
0,Washington,NaN,14633,12625,10729,8988,7429
1,Illinois,NaN,13194,10320,7873,5880,4311
2,California,NaN,28579,21113,15241,10759,7431
3,Arizona,NaN,13275,11102,9129,7385,5889
4,Massachusetts,NaN,8735,7592,6416,5274,4218
5,Wisconsin,NaN,15519,12630,10006,7743,5877
6,Texas,NaN,36232,25883,18223,12675,8726
7,Nebraska,NaN,4108,3664,3209,2766,2350
8,Utah,NaN,8729,7685,6604,5549,4568
9,Oregon,NaN,7763,6368,5124,4051,3152
10,Florida,NaN,15057,9448,5810,3509,2084
11,New York,NaN,30620,27968,25074,22077,19101
12,Rhode Island,NaN,1398,1073,785,547,362
13,Georgia,NaN,12933,9213,6465,4477,3064
14,New Hampshire,NaN,3600,3517,3320,3027,2664
15,North Carolina,NaN,17919,13248,9570,6760,4674
16,New Jersey,NaN,10083,8649,7302,6074,4981
17,Colorado,NaN,15540,16008,16033,15613,14789
18,Maryland,NaN,7064,6418,5730,5032,4350
19,Nevada,NaN,4129,3440,2817,2271,1804
20,Tennessee,NaN,10314,6736,4339,2762,1739
21,Hawaii,NaN,1124,794,551,376,252
22,Indiana,NaN,12735,10429,8427,6728,5312
23,Kentucky,NaN,13911,10789,8133,5975,4287
24,Minnesota,NaN,23377,26103,28095,29109,28989
25,Oklahoma,NaN,6393,4932,3740,2791,2051
26,Pennsylvania,NaN,31102,28087,24323,20212,16131
27,South Carolina,NaN,7667,4928,3116,1941,1193
28,District of Columbia,NaN,711,554,423,316,231
29,Kansas,NaN,4774,3830,3022,2349,1800
30,Missouri,NaN,7105,5653,4439,3446,2647
31,Vermont,NaN,1383,1325,1235,1122,994
32,Virginia,NaN,14624,12103,9799,7765,6027
33,Connecticut,NaN,2569,2130,1717,1348,1029
34,Iowa,NaN,7447,6115,4939,3934,3098
35,Louisiana,NaN,3119,2166,1492,1019,692
36,Ohio,NaN,30717,25860,21349,17327,13855
37,Michigan,NaN,35509,38792,40781,41186,39930
38,South Dakota,NaN,1960,1641,1344,1080,851
39,Arkansas,NaN,2980,2065,1414,958,643
40,Delaware,NaN,2466,2137,1809,1497,1214
41,Mississippi,NaN,3542,2502,1746,1206,825
42,New Mexico,NaN,5035,4795,4376,3834,3233
43,North Dakota,NaN,4363,4249,3984,3603,3149
44,Wyoming,NaN,2491,2018,1579,1200,890
45,Alaska,NaN,6466,5573,4530,3497,2584
46,Maine,NaN,4010,3881,3638,3305,2911
47,Alabama,NaN,5295,3361,2110,1313,811
48,Idaho,NaN,8211,7555,6779,5944,5100
49,Montana,NaN,7467,7414,7087,6525,5797
50,Puerto Rico,NaN,464,281,165,94,52
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,7384,6120,5008,4052,3247
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
