,State,571,577,584,591,598,605
0,Washington,507294,24674,30051,35365,39972,43177
1,Illinois,1457687,32073,40391,47473,51506,51180
2,California,4132332,105508,118706,127976,131767,129273
3,Arizona,965462,23548,27846,31752,34740,36324
4,Massachusetts,734486,11560,14503,17609,20597,23106
5,Wisconsin,704857,15018,19979,25467,30778,34907
6,Texas,3339500,128032,143234,152414,152988,144307
7,Nebraska,232399,4219,5597,7180,8848,10397
8,Utah,444385,6372,6330,6158,5866,5474
9,Oregon,238463,21289,33416,49065,65270,76031
10,Florida,2920749,159627,155595,140852,118286,92301
11,New York,2205869,46651,66312,90993,119254,147495
12,Rhode Island,157589,3517,4924,6450,7768,8462
13,Georgia,1252615,66602,89095,111478,128432,134411
14,New Hampshire,102901,2527,4084,6410,9677,13851
15,North Carolina,1107414,56024,77798,102296,125747,142644
16,New Jersey,1060934,14262,17877,21901,26055,29922
17,Colorado,589526,9161,10427,11605,12601,13327
18,Maryland,479952,8804,12032,15954,20368,24845
19,Nevada,371126,7219,6809,6263,5620,4918
20,Tennessee,941261,40673,53304,66263,77097,83023
21,Hawaii,51200,7694,11135,14980,18296,19834
22,Indiana,796733,22838,32246,43936,57187,70295
23,Kentucky,512224,27677,39099,52311,64911,73192
24,Minnesota,624851,11577,16675,23312,31358,40181
25,Oklahoma,508834,19471,22667,25420,27302,27957
26,Pennsylvania,1254613,19650,27441,37043,47963,59086
27,South Carolina,656313,34067,45073,56193,65001,68876
28,District of Columbia,52201,1803,2669,3751,4915,5890
29,Kansas,348850,12456,15596,18773,21589,23586
30,Missouri,727584,21185,20965,20025,18436,16356
31,Vermont,26040,1524,2693,4528,7064,9864
32,Virginia,717826,22604,32709,45698,60963,76722
33,Connecticut,361836,5060,5810,6475,6969,7226
34,Iowa,387273,6341,8293,10559,13003,15386
35,Louisiana,614776,42938,43792,42772,39736,35043
36,Ohio,1159759,29648,46095,68820,96915,125947
37,Michigan,1028630,16442,23449,32587,43718,56018
38,South Dakota,126749,1150,1515,1944,2437,2973
39,Arkansas,419807,17933,18441,18143,17030,15227
40,Delaware,114486,2599,3908,5652,7763,9969
41,Mississippi,381147,32440,41879,49143,51330,47114
42,New Mexico,218569,7976,11547,15546,19024,20714
43,North Dakota,113330,1973,3521,6093,9937,14712
44,Wyoming,68272,2073,2532,2995,3409,3712
45,Alaska,79823,2878,3278,3633,3906,4066
46,Maine,72522,2160,3423,5285,7852,11060
47,Alabama,634897,29020,31684,33172,33140,31552
48,Idaho,208054,6399,8645,11396,14532,17760
49,Montana,119864,3068,4248,5766,7606,9655
50,Puerto Rico,158351,9464,12175,14377,15469,15089
51,Virgin Islands,5295,NaN,NaN,NaN,NaN,NaN
52,Guam,8911,NaN,NaN,NaN,NaN,NaN
53,West Virginia,171997,5420,8473,12953,19158,27011
54,Northern Mariana Islands,183,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
