,State,760,766,773,780,787,794
0,Washington,NaN,14117,6735,3135,1433,645
1,Illinois,NaN,NaN,NaN,NaN,NaN,NaN
2,California,NaN,NaN,NaN,NaN,NaN,NaN
3,Arizona,NaN,NaN,NaN,NaN,NaN,NaN
4,Massachusetts,NaN,3495,1617,747,346,162
5,Wisconsin,NaN,NaN,NaN,NaN,NaN,NaN
6,Texas,NaN,NaN,NaN,NaN,NaN,NaN
7,Nebraska,NaN,NaN,NaN,NaN,NaN,NaN
8,Utah,NaN,NaN,NaN,NaN,NaN,NaN
9,Oregon,NaN,9905,4665,2127,948,416
10,Florida,NaN,NaN,NaN,NaN,NaN,NaN
11,New York,NaN,NaN,NaN,NaN,NaN,NaN
12,Rhode Island,NaN,NaN,NaN,NaN,NaN,NaN
13,Georgia,NaN,NaN,NaN,NaN,NaN,NaN
14,New Hampshire,NaN,NaN,NaN,NaN,NaN,NaN
15,North Carolina,NaN,NaN,NaN,NaN,NaN,NaN
16,New Jersey,NaN,NaN,NaN,NaN,NaN,NaN
17,Colorado,NaN,NaN,NaN,NaN,NaN,NaN
18,Maryland,NaN,NaN,NaN,NaN,NaN,NaN
19,Nevada,NaN,NaN,NaN,NaN,NaN,NaN
20,Tennessee,NaN,NaN,NaN,NaN,NaN,NaN
21,Hawaii,NaN,1371,366,88,19,4
22,Indiana,NaN,NaN,NaN,NaN,NaN,NaN
23,Kentucky,NaN,NaN,NaN,NaN,NaN,NaN
24,Minnesota,NaN,12622,6264,3043,1460,696
25,Oklahoma,NaN,NaN,NaN,NaN,NaN,NaN
26,Pennsylvania,NaN,NaN,NaN,NaN,NaN,NaN
27,South Carolina,NaN,NaN,NaN,NaN,NaN,NaN
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,NaN,NaN,NaN,NaN,NaN
30,Missouri,NaN,NaN,NaN,NaN,NaN,NaN
31,Vermont,NaN,NaN,NaN,NaN,NaN,NaN
32,Virginia,NaN,NaN,NaN,NaN,NaN,NaN
33,Connecticut,NaN,NaN,NaN,NaN,NaN,NaN
34,Iowa,NaN,NaN,NaN,NaN,NaN,NaN
35,Louisiana,NaN,NaN,NaN,NaN,NaN,NaN
36,Ohio,NaN,12270,7219,4236,2483,1455
37,Michigan,NaN,NaN,NaN,NaN,NaN,NaN
38,South Dakota,NaN,NaN,NaN,NaN,NaN,NaN
39,Arkansas,NaN,NaN,NaN,NaN,NaN,NaN
40,Delaware,NaN,972,552,312,176,99
41,Mississippi,NaN,NaN,NaN,NaN,NaN,NaN
42,New Mexico,NaN,NaN,NaN,NaN,NaN,NaN
43,North Dakota,NaN,NaN,NaN,NaN,NaN,NaN
44,Wyoming,NaN,NaN,NaN,NaN,NaN,NaN
45,Alaska,NaN,2559,1241,587,275,128
46,Maine,NaN,NaN,NaN,NaN,NaN,NaN
47,Alabama,NaN,NaN,NaN,NaN,NaN,NaN
48,Idaho,NaN,6843,4116,2420,1404,809
49,Montana,NaN,NaN,NaN,NaN,NaN,NaN
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,NaN,NaN,NaN,NaN,NaN
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
