,State,473,479,486,493,500,507
0,Washington,NaN,8557,7580,6451,5282,4163
1,Illinois,NaN,12326,9446,6946,4921,3370
2,California,NaN,10216,8183,6273,4615,3263
3,Arizona,NaN,4637,4219,3734,3225,2723
4,Massachusetts,NaN,4957,3385,2174,1312,743
5,Wisconsin,NaN,4059,3380,2716,2117,1607
6,Texas,NaN,15808,13619,11441,9401,7576
7,Nebraska,NaN,1041,789,581,418,295
8,Utah,NaN,2234,2021,1787,1546,1308
9,Oregon,NaN,4800,4182,3506,2825,2189
10,Florida,NaN,23994,18807,14266,10496,7502
11,New York,NaN,13495,9142,5954,3739,2269
12,Rhode Island,NaN,1010,688,446,276,164
13,Georgia,NaN,6671,5655,4701,3840,3086
14,New Hampshire,NaN,984,679,452,291,182
15,North Carolina,NaN,9324,7908,6553,5322,4247
16,New Jersey,NaN,6017,3783,2271,1307,722
17,Colorado,NaN,9324,7870,6386,5003,3795
18,Maryland,NaN,3582,2608,1831,1242,815
19,Nevada,NaN,2416,2215,1975,1717,1460
20,Tennessee,NaN,4456,3464,2635,1968,1444
21,Hawaii,NaN,591,491,386,285,197
22,Indiana,NaN,6725,6076,5349,4598,3863
23,Kentucky,NaN,3683,3425,3114,2774,2426
24,Minnesota,NaN,7410,5689,4196,2982,2047
25,Oklahoma,NaN,1354,1224,1090,958,831
26,Pennsylvania,NaN,13149,9184,6121,3901,2380
27,South Carolina,NaN,3920,3307,2747,2249,1817
28,District of Columbia,NaN,322,233,162,107,69
29,Kansas,NaN,1373,1261,1127,984,842
30,Missouri,NaN,4157,4050,3872,3637,3360
31,Vermont,NaN,290,191,119,70,38
32,Virginia,NaN,4408,3285,2361,1641,1104
33,Connecticut,NaN,2799,1980,1337,864,536
34,Iowa,NaN,1917,1521,1169,875,639
35,Louisiana,NaN,3086,2970,2811,2621,2412
36,Ohio,NaN,7309,5940,4703,3641,2763
37,Michigan,NaN,14512,9621,6172,3849,2340
38,South Dakota,NaN,350,228,145,90,55
39,Arkansas,NaN,1461,1455,1422,1365,1291
40,Delaware,NaN,1035,744,513,342,220
41,Mississippi,NaN,1227,1190,1143,1086,1021
42,New Mexico,NaN,1506,1361,1182,991,804
43,North Dakota,NaN,693,594,499,411,334
44,Wyoming,NaN,493,497,493,481,463
45,Alaska,NaN,617,482,369,277,206
46,Maine,NaN,1918,1624,1311,1013,750
47,Alabama,NaN,1953,1666,1398,1154,940
48,Idaho,NaN,990,829,681,551,439
49,Montana,NaN,849,789,717,639,559
50,Puerto Rico,NaN,2033,1340,851,520,305
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,2358,2165,1953,1735,1521
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
