,State,725,731,738,745,752,759
0,Washington,NaN,131935,147596,146337,127486,98415
1,Illinois,NaN,167707,111659,65180,35381,18455
2,California,NaN,830054,793608,653167,474823,313257
3,Arizona,NaN,191867,235691,211553,136669,69355
4,Massachusetts,NaN,174927,161389,132501,98110,67070
5,Wisconsin,NaN,81834,69627,53364,37818,25404
6,Texas,NaN,437158,272877,121746,45147,15713
7,Nebraska,NaN,57693,78340,67698,35728,13056
8,Utah,NaN,116512,129079,98930,53437,23066
9,Oregon,NaN,54540,53559,48021,40254,31701
10,Florida,NaN,582524,416345,260638,150649,83584
11,New York,NaN,395958,81124,15196,3021,631
12,Rhode Island,NaN,45879,41384,29510,17256,8917
13,Georgia,NaN,288394,218833,130550,65886,30436
14,New Hampshire,NaN,36027,43503,43173,34687,23076
15,North Carolina,NaN,173772,171609,154675,127538,97585
16,New Jersey,NaN,44349,20510,9699,4550,2143
17,Colorado,NaN,126824,137668,126404,98827,68653
18,Maryland,NaN,64165,48003,34247,23693,16060
19,Nevada,NaN,73976,91879,86630,60683,33148
20,Tennessee,NaN,136029,149165,142463,117408,84763
21,Hawaii,NaN,48509,32544,16471,7037,2802
22,Indiana,NaN,179556,228782,220503,154363,82192
23,Kentucky,NaN,126785,182810,196274,143629,73330
24,Minnesota,NaN,175469,271492,274423,165850,66482
25,Oklahoma,NaN,138102,202909,187383,101462,36042
26,Pennsylvania,NaN,121085,84453,56118,37565,24889
27,South Carolina,NaN,156063,167184,137797,87852,46168
28,District of Columbia,NaN,9067,3260,1053,330,104
29,Kansas,NaN,71474,87529,90094,75626,52346
30,Missouri,NaN,124268,136732,120598,84651,49423
31,Vermont,NaN,16515,17691,15690,11572,7345
32,Virginia,NaN,135108,111464,78079,48031,27108
33,Connecticut,NaN,65106,59939,51640,42004,32525
34,Iowa,NaN,73472,106609,111597,78125,38177
35,Louisiana,NaN,98337,96147,86014,71020,54717
36,Ohio,NaN,170894,158317,132144,99879,69718
37,Michigan,NaN,171259,165920,138777,100986,65861
38,South Dakota,NaN,21135,26425,26940,21845,14493
39,Arkansas,NaN,100562,114991,96122,58654,28294
40,Delaware,NaN,24749,23179,19026,13906,9269
41,Mississippi,NaN,53441,51603,44847,35286,25589
42,New Mexico,NaN,23774,24513,23683,21353,18038
43,North Dakota,NaN,18048,24520,25676,19861,11661
44,Wyoming,NaN,10948,13592,13034,9452,5416
45,Alaska,NaN,34960,41911,23793,6845,1458
46,Maine,NaN,22863,47710,72847,67436,35154
47,Alabama,NaN,93976,101199,93340,73625,50869
48,Idaho,NaN,28138,49012,67611,66348,44331
49,Montana,NaN,23889,41340,53430,45960,25805
50,Puerto Rico,NaN,60666,19770,4685,1052,236
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,44649,57057,60365,50736,34182
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
