,State,585,591,598,605,612,619
0,Washington,NaN,24058,24694,24548,23595,21915
1,Illinois,NaN,28562,28699,27470,25070,21862
2,California,NaN,98322,96254,90717,82324,71976
3,Arizona,NaN,22910,23149,22695,21594,19953
4,Massachusetts,NaN,12088,13120,13818,14104,13940
5,Wisconsin,NaN,13741,14859,15582,15821,15542
6,Texas,NaN,124891,121420,112684,99848,84611
7,Nebraska,NaN,6633,8103,9503,10642,11327
8,Utah,NaN,8190,8338,8247,7913,7363
9,Oregon,NaN,19823,22224,23888,24528,23998
10,Florida,NaN,149050,130382,106278,81140,58390
11,New York,NaN,34476,35464,35777,35394,34325
12,Rhode Island,NaN,2109,2007,1836,1610,1352
13,Georgia,NaN,79595,88195,91378,88092,78929
14,New Hampshire,NaN,2790,3469,4209,4967,5684
15,North Carolina,NaN,52877,59161,63473,65145,63865
16,New Jersey,NaN,16914,19115,21045,22498,23294
17,Colorado,NaN,12594,13945,15051,15814,16156
18,Maryland,NaN,8800,9642,10313,10757,10934
19,Nevada,NaN,7341,6872,6273,5587,4861
20,Tennessee,NaN,58697,68022,73699,74125,68977
21,Hawaii,NaN,5349,5318,5107,4738,4248
22,Indiana,NaN,39711,51269,62900,72591,78081
23,Kentucky,NaN,38923,46757,52448,54340,51643
24,Minnesota,NaN,14532,17780,21147,24358,27071
25,Oklahoma,NaN,17873,17938,17409,16317,14766
26,Pennsylvania,NaN,26665,31979,36994,41118,43760
27,South Carolina,NaN,37747,41439,43080,42255,39053
28,District of Columbia,NaN,1245,1234,1191,1122,1032
29,Kansas,NaN,9281,9231,8941,8433,7748
30,Missouri,NaN,15007,13195,11325,9506,7820
31,Vermont,NaN,1104,1252,1387,1500,1581
32,Virginia,NaN,26516,31735,36807,41224,44442
33,Connecticut,NaN,4809,4863,4773,4541,4186
34,Iowa,NaN,9639,11706,13745,15531,16811
35,Louisiana,NaN,24672,20067,15866,12202,9137
36,Ohio,NaN,36670,46079,55868,64917,71832
37,Michigan,NaN,17590,20480,23345,25994,28211
38,South Dakota,NaN,3896,5630,7725,9916,11709
39,Arkansas,NaN,14428,13098,11467,9693,7920
40,Delaware,NaN,2580,2693,2743,2720,2625
41,Mississippi,NaN,21931,19326,16296,13151,10190
42,New Mexico,NaN,6726,6990,6906,6473,5749
43,North Dakota,NaN,3508,5290,7608,10225,12547
44,Wyoming,NaN,4007,4769,5315,5496,5245
45,Alaska,NaN,4380,4877,5211,5327,5202
46,Maine,NaN,1510,1625,1715,1772,1791
47,Alabama,NaN,27930,26923,24847,21945,18564
48,Idaho,NaN,6120,6765,7323,7743,7982
49,Montana,NaN,4290,5383,6574,7769,8835
50,Puerto Rico,NaN,6103,5559,4793,3921,3049
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,12438,18357,25870,34197,41533
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
